Référence	ContexteGauche	Pivot	ContexteDroit
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 008 762	e gent nuls reis de france n out	unkes si	vaillant " a ces paroles vunt les oz ajustant dist oliver '
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 009 259	jo n ai essoign ferez i francs kar	tres ben	les veincrum munjoie " escriet co est l enseigne carlun uns reis
endementres, ADV, ADV, ADVgen, endementre, endementres, rolandox, 0 010 502	me sunt bel " la bataille est aduree	endementres franc	e paien merveilus colps i rendent fierent li un li altre se
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 010 979	prendrat l emperere bataille avrum e forte aduree	unches mais	hom tel ne vit ajustee jo i ferrai de durendal m espee
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 011 091	il ne fesist trestut l or de galice	unches nuls	hom ne l vit juer ne rire vasselage ad e mult grant
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 011 160	mielz est mult que jo l alge ocire	unches n	amai cuard ne cuardie " li arcevesque cumencet la bataille siet el
tres, ADV, ADV, PRE, tres|très, très, rolandox, 0 011 308	que un dener vaillet le cors li trenchet	tres l	un costet qu a l altre que mort l abat en une
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 011 838	abat mort des arcuns 'ferez paien car	tres ben	les veintrum " dient franceis 'deus quel doel de baron "
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 012 069	vait turpin li arcevesque tel coronét ne chantat	unches messe	ki de sun cors feist tantes proecces dist al paien 'deus
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 013 900	quels seisante humes i ad en sa cumpaigne	unches meillurs	n en out reis ne rollant reguardet es munz e es lariz
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 013 955	il les facet gesir meillors vassals de vos	unkes ne	vi si lungement tuz tens m avez servit a oes carlon si
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 014 009	pois tenser ne guarantir ait vos deus ki	unkes ne	mentit oliver frere vos ne dei jo faillir de doel murra se
gaires, ADV, ADV, ADVgen, gaire|gaires, guère, rolandox, 0 014 244	de russilun li quens rollant ne li est	gaires loign	dist al paien 'damnesdeus mal te duinst a si grant tort
primes, ADV, ADV, ADVgen, prime, prime, rolandox, 0 014 449	mais tut seit fel cher ne se vende	primes ferez	seignurs des espees furbies si calengez e voz mors e vos vies
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 014 975	li oil li sunt trublét ne loinz ne	pres ne	poet vedeir si cler que poisset nuls hom mortel sun cumpaignun cum
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 015 383	e gentilz quens vaillanz hom u ies tu	unkes nen	oi pour la u tu fus co est gualter ki cunquist maelgut
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 015 432	rumput parmi le cors hot une lance ferut	sempres murrai	mais cher me sui vendut " a icel mot l at rollant
guaires, ADV, ADV, ADVgen, gaire, guère, rolandox, 0 015 847	jur nus defalt jo oi al corner que	guaires ne	vivrat ki estre i voelt isnelement chevalzt sunez vos grasles tant que
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 016 048	repairet li reis poesteifs " li quens rollant	unkes n	amat cuard ne orguillos ne malvais hume de male part ne chevaler
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 016 705	quant vit pasmer rollant dunc out tel doel	unkes mais	n out si grant tendit sa main si ad pris l olifan
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 016 972	co sent rollant que la mort li est	pres par	les oreilles fors se ist la cervel de ses pers priet deu
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 017 161	en arabe " en li quens s apercut	alques co	sent rollant que s espee li tolt uvrit les oilz si li
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 193	mie des noz " tient l olifan que	unkes perdre	ne volt si l fiert en l elme ki gemmét fut a
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 243	apres li dit 'culvert paien cum fus	unkes si	os que me saisis ne a dreit ne a tort ne l
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 956	si priet deu mercit 'veire patene ki	unkes ne	mentis seint lazaron de mort resurrexis e daniel des leons guaresis guaris
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 018 828	elme ki est a or gemmét ceinte joiuse	unches ne	fut sa per ki cascun jur muet yy clartez asez savum de
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 020 521	dist bramimunde 'mar en irat itant plus	pres d	ici purrez truver les francs en ceste tere ad estéd ja yy
primes, ADV, ADV, ADVgen, prime, prime, rolandox, 0 021 355	car ja s en fuient al matin quant	primes pert	li albe esveillez est li emperere carles sein gabriel ki de part
unques, ADV, ADV, ADVgen, onque, onques, rolandox, 0 021 659	'amis rollant de tei ait deus mercit	unques nuls	hom tel chevaler ne vit por granz batailles juster e defenir la
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 022 169	qu il unt morz truvét ad un carnel	sempres les	unt portét asez i ad evesques e abez munies canonies proveires coronez
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 022 295	le marchis 'en yy carettes les guiez	tres ben	" bien sunt cuverz d un palie galazin venir s en volt
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 012	ki fut al rei flurit a itel ore	unches puis	ne la vit ne il n en fut ne vestut ne saisit
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 165	balide la fort co est une gent ki	unches ben	ne volt li amiralz en juret quanqu il poet de mahumet les
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 409	co est une gent ki deu nen amat	unkes geste	francor yy escheles i numbrent granz sunt les oz u cez buisines
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 024 497	lor helmes clers i suzclinent enbrunc dient '	sempres murrez	glutun de vos seit hoi male confusiun li nostre deu guarantisez carlun
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 831	d espees bataille avrum e forte e aduree	unkes nuls	hom ne vit tel ajustee " plus qu om ne lancet une
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 025 703	granz fut li colps li dux en estonat	sempres caist	se deus ne li aidast de sun destrer le col en enbracat
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 025 723	en enbracat se li paiens une feiz recuvrast	sempres fust	mort li nobilies vassal carles de france i vint ki l succurat
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 025 860	sire je vos en crei se jo vif	alques mult	grant prod i avreiz " puis sunt justez par amur e par
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 026 194	n enbrunket sun vis si grant doel ad	sempres quiad	murir si n apelat jangleu l ultremarin dist l amiraill 'jangleu
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 026 375	yy milie li quens oger cuardise n out	unkes meillor	vassal de lui ne vestit bronie quant de franceis les escheles vit
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 026 531	cadeir e l estandart mahumet remaneir li amiralz	alques s	en aperceit que il ad tort e carlemagnes dreit paien d arabe
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 026 783	fous en escarbunet ceste bataille ne poet remaneir	unkes josque	li uns sun tort i reconuisset dist l amiraill 'carles kar
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 026 867	deus nos apresentet christientet e pui te amerai	sempres puis	serf e crei le rei omnipotente " dist baligant 'malvais sermun
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 027 926	les mains li lient a curreies de cerf	tres ben	le batent a fuz e a jamelz n ad deservit que altre
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 028 307	calunje " dist pinabel 'vos serez guarit	sempres n	i ad frances ki vos juget a pendre u l empere les
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 028 562	e graisle e eschewid neirs les chevels e	alques bruns	n est gueres granz ne trop nen est petiz curteisement a l
gueres, ADV, ADV, ADVgen, gaire|gaires, guère, rolandox, 0 028 566	neirs les chevels e alques bruns n est	gueres granz	ne trop nen est petiz curteisement a l emperere ad dit '
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 028 672	que jo ai ceinte ici mun jugement voel	sempres guarantir	" respundent franc 'or avez vos ben dit " devant lu
es, ADV, ADV, ADVgen, UNKNOWN, es, gorm, 0 029 979	e pesant e la bataille fut mut grant	es lor	puinnant gautier de maus fiz erneis un duc franceis e vit gormund
lores, ADV, ADV, ADVgen, lors, lors, gorm, 0 029 998	e vit gormund el pui estant s il	lores ne	joste a lui a en camp dunc se tendra pur recreant des
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 030 097	li meudre rei e le plus franc qui	unques fust	el munde vivant se il creust deu le poant s est escrié
tres, ADV, NOM, ADVgen, tref2, très, gorm, 0 030 247	heaume la teste en fist voler a destre	tres devant	li sur la bel herbe puis li ad dit une nuvele qui
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 030 696	le meudre rei e le plus ber qui	unques fust	de paiens né a haute voiz s est escrié " vos estes
meimes, ADV, ADJ, ADVgen, meisme, même, gorm, 0 031 242	jeo fui mut de bone geste e par	meimes dei	pruz estre si m ai dous la grant paterne jeo ne l
certes, ADV, ADV, ADVgen, certes, certes, gorm, 0 031 352	encuntre terre la l eust mort icist a	certes quant	il tolirent gent averse huelin dist une novele qui a xm ne
unkes, ADV, ADV, ADVgen, onque, onques, gorm, 0 031 398	come pulcele le poun mis en l asquiele	unkes n	en mustes la maissele a " dist xm " si vait de
guerres, ADV, NOM, NOMcom, guerre, guerre, gorm, 0 031 421	le guerredon vus en dei faire aincesk augiez	guerres de	terre men enscient l avrez mut pesme " del fort espie grant
unkes, ADV, ADV, ADVgen, onque, onques, gorm, 0 031 489	servis de mun poun que n en mui	unkes le	gernun si pur folie dire nun e le cheval a mun barun
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 033 288	le cobra veant ses euz puis i monta	unques congie	ne demanda de ceo fist il pechie e mal que sun pere
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 033 967	abiterres del ciel escharnirat li sire gaberat eals	lores parlerat	a eals en sa irae e en sa furur trublerat eals jo
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 034 042	si cume vaissel de potier tribleras eals ore	gieres vus	rei entendez seiez apris vus jugeur de terre servez al seinur en
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 035 951	li felun irunt cum il serunt eshalciét li	tres vil	des filz des umes desque a quant sire ublieras tu mei de
unches, ADV, ADV, ADVgen, onque, onques, psautier, 0 036 015	li miens deus enlumine les oilz que je	unches ne	dorme en mort que alcune fiede ne diet li meins enemis jo
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 036 244	li oilz de lui les engres les cremanz	acertes nostre	seignur glorifiet il juret que il se turmentet e nen est receut
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 036 368	meie sort les lignes chairent a mei en	tres beles	choses e la meie herediteth est bele jeo benistrai le seignur chi
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 037 012	multes ewes il delivrat mei de mes enemis	tres poanz	e de ices ki hairent mei kar plus forz de mei esteient
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 196	deus tu enlumineras les meies teniebres en tei	acertes je	currai ceinz e el mien deu je tressalderai le mur deus nient
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 744	de mes ocultes choses neie mei des orgeillus	acertes delivre	tuen serf se il ne seignurerunt de mei dunc serai jeo nez
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 037 762	dunc serai jeo nez e serai neiez de	tres grant	forfait seient pleisanz les paroles de ma buche e li purpensemenz de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 918	serum recordét il sunt encurvét e chairent nus	acertes levames	e sumes esdrecié sire salve le rei il orrad nus el jurn
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 214	tei sunt afiét e ne sunt cunfus je	acertes sui	verms e nient bers repruce de humes e despit de pueple tuit
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 252	lui delivret lui kar il vuelt lui tu	acertes li	miens cumbatere del ventre la meie fiance des mameles ma merre en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 406	sei e sur mun vestement mistrent sort tu	acertes sire	ne seies fait luing tu la meie fortece en ma aie te
unches, ADV, ADV, ADVgen, onque, onques, psautier, 0 038 952	en tei ne seient cunfundu cunfundu seient ki	unches wvrerent	en vein les tues veies sire demustre a mei les tues sentes
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 652	encuntre mei fals testimonie e aperte mencunge jeo	acertes crei	que jeo veie les biens del seignur en la terre des vivanz
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 102	vespre demurrat pluremenz e el matin loenge jeo	acertes dis	en la meie abundance ne serai mout en parmanableteth sire en la
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 607	sa misericorde a mei en citet guarnie jeo	acertes je	dis en ma esbaisur jeo sui dejetét de l eswardement de ses
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 040 622	sui dejetét de l eswardement de ses oilz	gieres nen	ois la voiz de la meie preiere cum jeo crioue a tei
tres, ADV, NOM, ADVgen, tref2, très, psautier, 0 041 061	sires vit tuz les filz adam de sun	tres ferm	siege esguardat a tuz les habiteurs de terre feinnanz perment le quer
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 041 669	mals pur bien barainete de ma aneme jeo	acertes cum	jeo fusse affebli de eals esteie vestut de haire jeo humiliowe en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 260	malfaces kar ki malfunt il murrunt li atendant	acertes nostre	seignur il heriterunt la terre kar uncore un petit e ne serat
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 374	kar li braz des feluns serunt brisét suslievet	acertes les	justes li sires cuneut li sires les jurz des neient marguilliéd e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 437	prist li fels e nel rendrat li justes	acertes dunet	e livret kar ki beneeit serunt de lui heriterunt la terre e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 485	sustient la main de lui emfes fui e	acertes jeo	enveilli e je ne vi juste deguerpit ne sa semence querant pain
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 042 642	tu verras jeo vi le felun ruiste e	tres fort	si cume le naif verdiant e jeo trespassai e este vus il
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 682	iert al definail al barun pais li felun	acertes serunt	destruit uelment e la dereinetet des feluns perirat la salut acertes des
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 694	e la dereinetet des feluns perirat la salut	acertes des	justes del seignur e la fortesce d eals en tens de tribulatiun
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 927	parlowent agueiz e tricheries tute jurn pensowent jeo	acertes si	cum li surz ne oeie e si cume li muz ne uvroe
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 018	faiz tristes pur men pechiet li mien enemi	acertes vivanz	sunt cunfortét e multipliét sunt li haanz mei mencungierment e ki rendent
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 175	el ne seit el tuen esgardement tutes choses	acertes sunt	vanitet chasquuns huem estanz tutes ures tant sulement en imagine vait li
dunches, ADV, ADV, ADVgen, donc, donc, psautier, 0 043 208	set a qui il asemblet ices choses ore	dunches que	atend jeo sire la meie atente tu ies de tutes mes errurs
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 273	si cume tiegne les desirables choses de lui	acertes nequedent	vanitet chasquens huem tutes ures oi la meie ureisun sire e la
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 653	seit li sires ki aiment ta salut je	acertes sui	busuinanz e povres li sires curius serat pur mei la meie aie
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 830	men pain levat encuntre mei sa plante tu	acertes sire	aies merci de mei e je l rendrai a eals en iceo
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 044 039	la terre de jordan e de hermoniim del	tres petit	mont li abisme l abisme apelet a la voiz de tes crevaces
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 044 707	seies ceint de tun glaive sur ta quisse	tres forment	par ta glorie e par ta bealtet prosprement munte pur la parole
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 045 988	e tu glorefieras mei tutes ures al felun	acertes dist	deus que est a tei od le recuntement de mes cumandemenz que
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 206	en pechiet enfantat mei ma merre este tei	acertes vertet	aimes tu reposte chose e la segreie chose de ta sapience manifesteras
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 046 386	a sion seient edifié li mur de jerusalem	lores receveras	sacrifises de justise oblatiuns e sacrifises lores emposerunt sur tuen altel tors
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 504	richeises e cunfortez est en ses agueiz jeo	acertes si	cume olive verdeant en la maisun deu esperai en la misericorde de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 097	resplendissant de burre la buche de lui cumbat	acertes li	quers de lui plus moles sunt les paroles de lui de olie
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 133	ne durrat en parmanabletet decurement al juste tu	acertes deus	demerras eals en puiz de mort li hume des sancs e li
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 153	e li tricheur ne mipartirunt lur jurz je	acertes fiance	ai de tei aiez merci de mei deus kar decalcat mei huem
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 047 270	en tun bucel mais nient el tuen recuntement	lores serunt	tresturnét mi enemi ariere en quelqueunches jurn je t apelerai iceo sai
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 547	en tute terre la tue glorie si veirement	acertes justise	parlez dreiturels choses jugiez o filz des humes e kar el quer
unches, ADV, ADV, ADVgen, onque, onques, psautier, 0 047 667	cume l avortaet de femme ki ne vit	unches soleil	devant ceo que creisent voz espines en groseiller si cum vivanz si
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 047 759	a ma aneme sunt asemblét encuntre mei li	tres fort	senz ma felunie e senz men pechiet sire je ne fis felunessement
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 845	ensement cume nuls huem ne l oiet tu	acertes sire	escharniras eals e frunchiras de tutes genz la meie force a tei
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 974	cum il ne serunt saulét si murmurerunt je	acertes chanterai	tuen empirie e je loerai par matin la tue misericorde kar tu
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 048 228	mes duitres kar tu fus ma esperance turs	tres guarnie	de la face de l enemi je irai en pelerinage el tuen
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 048 356	si cume meisere enclinee haie trubuchanz la partie	acertes de	lui penserent debuter il plourent a sei en mensunge par lur buche
adecertes, ADV, ADV, VERppe, adecertes, adexer, psautier, 0 048 446	quer deus est nostre esperance tutes ures mais	adecertes vanited	sunt li fil d adam mencunge li fil de l hume emposé
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 048 668	de glaive partie de gupilz serunt li reis	acertes s	esleecerad el seignur loéd sera chasquuns ki juret en lui kar serat
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 048 769	par cogitatiuns de chascuns e par quer parfund	gieres saieterat	eals deus od dart sudein serunt enbatues enz lur plaies e si
meesmes, ADV, ADV, ADJind, mëisme, même, psautier, 0 048 786	enz lur plaies e si trubucherunt en els	meesmes par	lur langues fuierunt tuit ki els verrunt e criendrunt tuit humes e
meesmes, ADV, ADV, ADJind, mëisme, même, psautier, 0 049 146	ki mescreable sunt ne seient eshalciét en els	meesmes tutes	ures beneissez vus pueple deu e oide fetes la voiz de sa
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 049 471	li felun de la face deu li juste	acertes s	esleecent e esjoient en l esguardement deu e si s esjoient en
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 049 659	en verdur de gemele dementiers que departeit li	tres forz	les reis en li par neif est enblanchie en selmon li munz
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 049 697	que deus amat que il abitast en lui	acertes li	sires abiterat en lui parmanablement li curres deu nient numbrables milliers de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 049 768	de deu seignur li eissement de mort mais	acertes deus	fraindrat les chiefs de ses enemis la vertiz del crin alant en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 050 478	e od les justes ne serunt escrit jeo	acertes povres	e dolenz la tue salut deus recut mei jeo loerai le num
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 050 658	magnifiéd deus cil ki aiment tun salud je	acertes sui	busuignus e povres deus haste tei pur mei o la meie aie
tres, ADV, NOM, ADVgen, tref2, très, psautier, 0 050 815	enl tens de veillece cum defaldrunt les meies	tres fortes	choses ne deguerpisses mei kar distrent li mien enemi a mei e
pres, ADV, ADV, ADVgen, près, près, psautier, 0 050 831	li mien enemi a mei e ki guardoent	pres la	meie aneme cunseil adunerent oelment disanz deus l ad deguerpi parsiwez le
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 051 028	ta grandesce e tu convertiz conforteras mei je	acertes regehirai	a tei en vaisels de salterie la tue vertet o tu mes
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 051 541	felon e li abundant el siecle multiplierent delices	gieres dunne	esneiai en vein men quer e lavai en nient nuisance mes meins
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 051 941	destre de mi le tuen sein deguastanz deus	acertes li	miens reis des le cumencement oevret saluz el milliu de terre tu
gierres, ADV, ADV, ADVgen, gieres, naguère, psautier, 0 053 188	cum uncore fust la viande en lur buche	gierres la	forsenerie de deu muntad sur eals e si ocist les cras d
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 053 284	en lur lange mentirent a lui li quers	acertes d	eals nen esteit ferms od lui e ne parmistrent el covenant de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 053 300	e ne parmistrent el covenant de lui il	acertes merciables	pardunerad a lur felunie e n es deperdrad e mult tresturnad sa
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 053 523	eals od fiance e senz crieme lur enemis	acertes covrid	la mers e amenad eals a sun saintefiéd terme icest munt que
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 054 034	que il repruverent a tei o sire nus	acertes li	tuens pueples e fuc de ta paisture regehirums a tei en siecle
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 054 662	estes deu e fil del haltisme vus tuit	gieres si	cum adam vus murrez e si cume uns des princes charrez vus
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 054 958	mis quers e ma charns loerunt deu vivant	acertes li	oisels troevet maisun e oiseals nid a sei u il repunjet ses
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 055 019	val de plur funteine posent icele de beneicun	acertes serad	vestud li maistres il irunt de fortece en force obeierunt vers le
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 055 540	ne mistrent tei devant en lur esguardement tu	acertes sire	deus ies merciables e pius suffrand e de multe misericorde e veirs
meismes, ADV, ADV, ADJind, mëismes, même, psautier, 0 055 666	e ber est nez en li e il	meismes fundad	icele altismes li sires cunterad escrivanz les pueples il est nez en
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 056 076	des hoz ki est semblanz a tei o	tres fort	sire e ta verted en tuen avirunement tu demaines seignurie a l
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 056 234	nostre guarantise e de saint israel nostre rei	lores parlas	tu par visiun a tes sainz e desis jeo posai adjutorie sur
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 056 364	mes deus e fortece de ma sante je	acertes premerein	engendré poserai lui halt as reis de la terre en parmanablete guarderai
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 056 411	lui si cume les jurz del cel se	acertes li	fil de lui degerpirunt la meie lei e en mes jugemenz nen
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 056 520	e testimones el ciel fedeils tutes ures tu	acertes debutes	e degetas le iriez ies envers tun crist tu atenuias le covenant
