Référence	ContexteGauche	Pivot	ContexteDroit
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 375	destre d eals est remplie de duns jeo	acertes en	la meie simplicite irai raachate mei e aies merci de mei li
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 039 516	de suen tabernacle en la pierre eshalcerat mei	lores acertes	eshalcat mun chief sur mes enemis ki sunt el mien avirunement e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 517	suen tabernacle en la pierre eshalcerat mei lores	acertes eshalcat	mun chief sur mes enemis ki sunt el mien avirunement e jeo
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 613	peres e ma mere guerpirent mei li sires	acertes acuillit	mei mustre a mei sire la tue veie e demeine mei en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 306	tu hais les guardanz vanitez en vein jeo	acertes el	seignur m afiai jeo m esjoirai e esleecerai en la tue misericorde
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 458	que il tolissent la meie aneme purpensoent jeo	acertes en	tei esperai sire je dis li miens deus tu es en la
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 869	tei mult sunt dolurs de felun le afiant	acertes el	seignur misericorde avirunerat esleeciez vus el seignur e seiez loét tuit dreiturel
pres, ADV, ADV, ADVgen, près, près, psautier, 0 041 411	eals e de tutes lur travailz delivrat eals	pres est	li sires as triblez par quer e les defraiz par esperit salverat
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 315	fremist envers lui ot ses denz li sires	acertes escharnirat	lui veanz que vient ses jurz glaive forstraistrent li felun tendirent lur
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 860	ne esleecat li miens enemis a mei jeo	acertes en	la meie simplicitet sui aidiét de tei e tu establiras mei devant
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 192	si venques cum tu seras jugiéd este tei	acertes en	felunie sui cunceut e en pechiet enfantat mei ma merre este tei
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 046 394	lores receveras sacrifises de justise oblatiuns e sacrifises	lores emposerunt	sur tuen altel tors que te glories en malice o puissanz la
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 013	d eals e en milliu d eals jeo	acertes a	deu crierai e li sires salverat mei el vespre e el matin
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 048 643	empres tei mei recut la tue destre il	acertes a	chaitivitet quierent la meie aneme entrent il es basseces de terre seient
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 048 724	cume glaive lur langue tendirent lur saiete parole	tres amere	que il saietassent en repostailles le simple sudeusement saieterunt lui e ne
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 050 208	porte e chantowent bevanz sizre la meie oreisun	acertes a	tei o sire tens de bun plaisir o deus en la multitudine
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 050 893	confusiun cil ki querent mal a mei jeo	acertes asiduelment	atendrai e si ajusterei sur tutes les tues loenges la meie buche
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 051 746	tu perdis le luxuriant de tei a mei	acertes aprocier	a deu bone chose est jeo posai en damnedeu ma sperance que
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 052 236	li bevant tuit li felun de terre jeo	acertes annuntierai	en parmanablete chanterai al deu jacob e tutes les cornes des feluns
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 052 351	espoentables ies e ki esterad encuntre tei des	lores est	la tue ire del ciel annuntieras jugement la terre cremante se tairad
dunches, ADV, ADV, ADVgen, donc, donc, psautier, 0 052 518	mun quer parlowe e escercowe mun espirit e	dunches es	siecles dejeterat deus e ne sera rapaiéd jamais e dunches aemplirat il
dunches, ADV, ADV, ADVgen, donc, donc, psautier, 0 052 529	dejeterat deus e ne sera rapaiéd jamais e	dunches aemplirat	il desque en fin sa misericorde consummerad sa parole de generatiun e
pres, ADV, ADV, ADVgen, près, près, psautier, 0 055 250	seient returné a folie tutes ures mais nequedent	pres est	a ces ki criement lui la sue salud que habitet glorie en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 055 654	ethiope cist est nez a tei a syon	acertes est	dit huem e ber est nez en li e il meismes fundad
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 055 883	en terre ki a ubliance est livree je	acertes a	tei sire criai e par matin la meie oreisuns devancirad tei purquei
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 056 315	cels ki lui hairent ferrai la meie vertet	acertes e	la meie misericorde serad od lui e el mien num serad eshalciez
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 059 350	tes mains sunt li ciel il perirunt tu	acertes estras	e tuit si cume vestiment serunt atriblé e si cume mantel mueras
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 059 370	mantel mueras els e il serunt mué tu	acertes uns	meeme ies e li tuen an ne defaldrunt li fil de tes
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 060 958	la mer en la mer ruge il salvad	acertes els	pur sun num que il mustrast sa force e manacad a la
meesmes, ADV, ADV, ADJind, mëisme, même, psautier, 0 061 059	dunad dunc a els la peticiun d els	meesmes e	enveiat escharsete en l aneme d els e curecierent par envidie moysen
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 061 898	e tute lur sapience est transglutie il crierunt	acertes al	seignur en lur tribulatiun e de anguisse forsmerrad els establid esturbeillun en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 062 045	les bestes d els nen aminuserad aminusé sunt	acertes e	travaillié pur anguisse de male dolur e espandrad despisement sur les princes
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 062 329	que je amoe els cuntrarioent a mei je	acertes orowe	e poserent encuntre mei mal pur bien e haenge pur la meie
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 063 392	genz u est lur deus li nostre deus	acertes el	ciel tutes choses qu il volt fist les ideles d els argent
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 065 034	comandemenz empleierent a mei mencunge li orguillus je	acertes en	tut quer je guarderai tes mandemenz encreissét est si cume creisse lur
ades, ADV, ADV, ADVgen, adès, adès, nima1, 0 082 305	n i gaaigne neant eincois en vet tot	ades enpirant	sire xm " dit looys li prouz " or voi ge bien
onques, ADV, ADV, ADVgen, onque, onques, nima1, 0 083 444	vos done n i afiert mie grez c	onques escuz	n en fu par lui portez ne chevalier n en ot ensoldeez
onques, ADV, ADV, ADVgen, onque, onques, nima1, 0 083 687	me dones n i afiert mie grez c	onques escuz	n en fu par toi portez n ainz chevalier n en eus
donques, ADV, ADV, ADVgen, donc, donc, nima1, 0 086 854	paien " ici a grant menaie or alez	donques au	mestre guionnage " tant ont francois chevauchié et erré vaus et montaignes
james, ADV, ADV, NOMcom, jamais, jambe, nima1, 0 088 149	li paiens " molt avez fet que ber	james as	forches ne doiz estre encroez " uns xm s en est d
pres, ADV, ADV, ADVgen, près, près, nima1, 0 089 522	de mort li cuens xm le suit molt	pres au	dos si le retint par le mantel del col puis li a
ades, ADV, ADV, ADVgen, adès, adès, nima2, 0 092 183	n i gaaigne neant eincois en vet tot	ades enpirant	sire xm " dit looys li prouz " or voi ge bien
onques, ADV, ADV, ADVgen, onque, onques, nima2, 0 093 324	vos done n i afiert mie grez c	onques escuz	n en fu par lui portez ne chevaliers n en ot ensoldeez
onques, ADV, ADV, ADVgen, onque, onques, nima2, 0 093 567	me dones n i afiert mie grez c	onques escuz	n en fu par toi portez n ainz chevalier n en eus
pres, ADV, ADV, ADVgen, près, près, nima2, 0 100 561	de mort li quens xm le suit molt	pres au	dos si le retint par le mantel del col puis li a
ades, ADV, ADV, ADVgen, adès, adès, nima3, 0 101 257	n i gaaigne neant eincois en vet tot	ades enpirant	sire xm " dit rois loys li prouz " or voi ge
onques, ADV, ADV, ADVgen, onque, onques, nima3, 0 102 408	vos done n i afiert mie grez c	onques escu	ne fu por lui portez ne chevalier n en ot ensoldeez assez
onques, ADV, ADV, ADVgen, onque, onques, nima3, 0 102 650	me dones n i afiert mie grez c	onques escu	n en fu por toi portez n ainz chevalier n en eus
donques, ADV, ADV, ADVgen, donc, donc, nima3, 0 106 936	paiens " ici a grant menaie or alez	donques au	mestre guionnage " tant ont xm chevauchié et erré vaus et montaignes
pres, ADV, ADV, ADVgen, près, près, nima3, 0 109 601	de mort li cuens xm le suit molt	pres au	dos si le retint par le mantel du col puis li a
ades, ADV, ADV, ADVgen, adès, adès, nima4, 0 112 259	n i gaaigne neant aincois en vet tot	ades enpirant	sire xm " dit looys li proz " or voi ie bien
onques, ADV, ADV, ADVgen, onque, onques, nima4, 0 113 401	vos donne n i afiert mie grez c	onques escu	n en fu par lui portez ne chevalier n en ot en
onques, ADV, ADV, ADVgen, onque, onques, nima4, 0 113 647	me donnez n i afiert mie grez c	onques escu	n en fu par toi portez ne ainz chevalier n en eus
donques, ADV, ADV, ADVgen, donc, donc, nima4, 0 117 819	xxm " ici a grant menaie or alez	donques au	mestre guionnaie " tant ont francois chevauchié et erré vaus et monteingnes
pres, ADV, ADV, ADVgen, près, près, nima4, 0 120 491	de mort li quens xm le suit molt	pres au	dos si le retient par le mantel du col puis li a
onques, ADV, ADV, ADVgen, onque, onques, nimb1, 0 125 608	donnes ci n afiert il nul gre c	onques escus	n en fu par toi portez ne chevaliers qui de toi fust
encores, ADV, ADV, ADVgen, encore, encore, nimb1, 0 126 816	de mes pers mes ne l ai mie	encores aquité	ice di je as povres bachelers as roncis povres et as dras
dusques, ADV, ADV, ADVgen, dusque, dusque, nimb1, 0 130 445	passe " atant cheminent s acueillent lor voiage	dusques as	mestres ne finent ne ne targent voit les li mestres qui dist
pres, ADV, ADV, ADVgen, près, près, nimb1, 0 133 427	de mort li quens xm le suit molt	pres au	dos si le retint par le mantel dehors puis li a dit
ades, ADV, ADV, ADVgen, adès, adès, nimb2, 0 135 749	sert dont gaaigne noiens ancois en vet tout	ades empirant	dont n en peut mes se adont s en repent sire xm
onques, ADV, ADV, ADVgen, onque, onques, nimb2, 0 137 219	me dones ci afiert poi de gre c	onques escu	n en fu par toi porté ne chevalier qui de toi fust
onques, ADV, ADV, ADVgen, onque, onques, nimb2, 0 139 331	ne losengier le vostre pere n en ot	onques un	chier ge m en irai en espaigne ostoier vostre iert la terre
dusques, ADV, ADV, ADVgen, dusque, dusque, nimb2, 0 142 081	passe " atant cheminent s accueillent leur voiage	dusques as	mestres ne finent ne ne targent voit le li mestres qui dist
tresques, ADV, ADV, ADVgen, tresque1, très, nimb2, 0 145 406	forment s asseurerent a grant esploit adonques cheminerent	tresques a	nimes onques ne s arresterent quant il y vindrent grant joie demenerent
asses, ADV, ADV, ADVgen, assez, assez, nimc, 0 145 933	i ai grant piece esté la iou ai	asses oi	et escouté nostre empereres a ses barons fievé que done a luy
dusques, ADV, ADV, PRE, dusque, dusque, nimc, 0 146 832	gemmé que le nasel en ai ius avalé	dusques en	loze oi tot le nes coupé o mes yy mains le m
onques, ADV, ADV, ADVgen, onque, onques, nimc, 0 146 898	i en ai conquesté mal dehe ait qui	onques en	ot el onques n en oi mon palefroi feré se ie l
gaires, ADV, ADV, ADVgen, gaire|gaires, guère, nimc, 0 147 098	i ot a qui il n en fu	gaires et	hernais por son riche lignage vaut la corone par desoz son cief
jusques, ADV, ADV, PRE, jusque, jusque, nimc, 0 148 331	iovene froimodin plus male feme n a il	jusques au	rin de ses paroles vos dirai maint matin se vos volés croire
onques, ADV, ADV, ADVgen, onque, onques, nimc, 0 149 290	done n i a mie grant gre c	onques escu	ne fu por lui porté ne chevalier n en fist a son
onques, ADV, ADV, ADVgen, onque, onques, nimc, 0 149 552	me donés n i a mie grant gre	onques escus	n i fu por vos porté ne chevaliers n i fu por
ases, ADV, ADV, ADVgen, assez, assez, nimc, 0 154 234	de bonte se larghes estes nos le sarons	ases oil	" dist il " plus que vos ne quidiés jou ne fui
pres, ADV, ADV, ADVgen, près, près, nimc, 0 156 190	la mort li quens xm le sieut molt	pres au	dos si l a saisi par le mantel del col puis li
idunkes, ADV, ADV, ADVgen, UNKNOWN, donc, teo2, 0 157 980	e puis si s ait en grant haur	idunkes aura	il m amur puis quanque il demandera a son plaisir de mei
unkes, ADV, ADV, ADVgen, onque, onques, teo2, 0 158 140	ses comandemenz duble poeir e duble honur ke	unkes ainz	eust a nul jur out ore theofle de gre de sun evesque
primes, ADV, ADV, ADVgen, prime, prime, teo2, 0 159 072	coment emprendrai de quel pechie querrai pardun de	primes en	remissiun heu las chaitif que frai dolent se jo l comenz si
alkes, ADV, ADV, ADVgen, alques, auques, teo2, 0 159 499	dolent ceo qu as vers mei pechié purrat	alkes estre	alegié pur ceo ke io aim mut crestiens e tut lur linage
unkes, ADV, ADV, ADVgen, onque, onques, teo2, 0 160 971	de pareis ki fu refusé u cumfus ki	unkes out	fiance en vus u quels hoem requist vers deu rien ki vus
dunkes, ADV, ADV, ADVgen, donc, donc, teo2, 0 161 218	parlit e l offrende chanté e dit theofle	dunkes avant	vint e l evesque par les piez tint chai s en a
meismes, ADV, ADV, ADJind, mëismes, même, nimd, 0 166 572	n an soiez honis et vergondés et ge	meismes en	serai en viltes tes me sert or volantiers et de gres qui
asses, ADV, ADV, ADVgen, assez, assez, nimd, 0 166 742	chies zz mien oste qui me vit volantiers	asses eumes	a boivre et a mengier grues et gentes et malars et ploviers
asses, ADV, ADV, ADVgen, assez, assez, nimd, 0 167 393	fut penés or et argent vos donrai ge	asses et	murs et mules et destriers sejornés et bouquerans et bons pailles roés
asses, ADV, ADV, ADVgen, assez, assez, nimd, 0 170 166	covint consirrer li escuier n en orent mie	asses a	l avesprer lor prist a ploviner a l anserir si lor prist
asses, ADV, ADV, ADVgen, assez, assez, nimd, 0 170 880	qui lou seult garder la quarentaine junastes vos	asses en	une roche yy jors passés ans n i gotates ne de pain
meismes, ADV, ADV, ADJind, mëismes, même, nimd, 0 172 241	lors sera bien ma maisnie vestie et je	meismes une	vaire pelice " herpint parlait li fel par grant envie " diva
onques, ADV, ADV, ADVgen, onque, onques, aiol, 0 175 809	n ai apris mes armes a porter quant	onques encore	home ne vi joster vers autre chevalier qui fut armé sire por
tres, ADV, ADV, ADVgen, tres|très, très, aiol, 0 179 521	por dex donerent marchegai son destrier li establerent	tres enmi	le maison li assenerent de l avaine et del feure se li
pres, ADV, ADV, ADVgen, près, près, eneas, 0 185 113	esperance bien sai que de ma fin sui	pres ice	voldroit molt ulixes qui molt m a coilli en grant he et
primes, ADV, ADV, ADVgen, prime, prime, eneas, 0 185 393	oleus li deus des vanz n an estoit	primes apaiez	qu uns greus li fust sacrefiez 'qant ne porra de sei
unques, ADV, ADV, ADVgen, onque, onques, thA, 0 185 767	a tornei isi serré cum il j uindrent	unques ainceis	renne ne tindrent laissent por paor de morir que n es augent
primes, ADV, ADV, ADVgen, prime, prime, michel, 0 190 341	un petit conter volum quel fut li monz	primes e	pois veier en dirrai si con je l lieis deus cenz cotes
lunges, ADV, ADV, ADVgen, lonc, longues, chevreH, 0 194 189	qu il li aueit mandé e dit que	lunges ot	ilec esté e atendu e suriurné pur atendre e pur sauer coment
longues, ADV, ADV, ADJqua, UNKNOWN, long, chevreS, 0 194 851	fu el baston que i e dit que	longues ot	illec esté et atendu et seiorné por espier et por sauoir conment
aukes, ADV, ADV, DETind, alques, aucus, elid, 0 199 094	entrer le chamberlenc enveit avant cil s alat	aukes entargant	decique cil revient ariere od duz semblant od simple chere od mut
james, ADV, ADV, NOMcom, jamais, jambe, elid, 0 202 253	avez od vus cele par ki nus perissums	james a	tere ne vendrums femme leale espuse avez e sur cele autre en
sempres, ADV, ADV, ADVgen, sempre, sempres, elid, 0 202 287	lessez la nus geter en mer si poum	sempres ariver	" eliduc oi quei cil dist pur poi d ire ne mesprist
sempres, ADV, ADV, ADVgen, sempre, sempres, elid, 0 203 193	mua tut sun curage la dame dit '	sempres irums	tut l ermitage cerchirums mis sires dit ceo quide errer a la
aukes, ADV, ADV, PROind, alques, auques, guigH, 0 210 200	cunge deuant sa dame en est alee que	aukes esteit	reschaufee del feu dunt guigemar se sent que sun queor alume e
aukes, ADV, ADV, PROind, alques, auques, guigH, 0 211 283	sa char nue se ceint parmi le flanc	aukes estreint	ki la bucle purrat ourir sanz despescer e sanz partir il li
vnques, ADV, ADV, NOMcom, onque, vêque, guigH, 0 212 105	de grant parage a li turnat tel amur	vnques a	femme n ot greinur il out une serur pucele en sa chambre
asses, ADV, ADV, ADVgen, assez, assez, guigP, 0 213 330	fu uenus termes et tans k il ot	asses aage	et sens li rois l adouba ricement armes li done a son
asses, ADV, ADV, ADVgen, assez, assez, guigP, 0 213 800	porpenser en quel tere porra aler il set	asses et	bien le dit ke ainc femme nule ne uit a cui il
tres, ADV, PRE, ADVgen, très, très, guigP, 0 215 158	l enmainne desor le lit a la mescine	tres vn	dossal qui por cortine fu en la cambre apareilliés la est li
auques, ADV, ADV, ADVgen, alques|auques, auques, guigP, 0 215 302	congie deuant sa dame en est alee qui	auques est	ja escaufee del fu dont gugemer se sent qui son cuer alume
asses, ADV, ADV, ADVgen, assez, assez, guigP, 0 216 261	voeil morir et se uis en poes partir	asses auerés	autre amor et je remandrai en dolor ja joie ne repos ne
asses, ADV, ADV, ADVgen, assez, assez, guigP, 0 216 737	a port uenue v ele fu primes trouuee	asses ert	pres de sa contree au plus tost qu il peut s en
onques, ADV, ADV, ADVgen, onque, onques, guigP, 0 217 611	ceualiers il le baise les lui l asist	onques a	l autre mot ne dist fors tant que seoir le rouua meriadus
onques, ADV, ADV, ADVgen, onque, onques, guigS, 0 218 999	en la contree n el pais n ot	onques oi	parler que nes i peust ariuer il uait auant si descent ius
donques, ADV, ADV, ADVgen, donc, donc, guigS, 0 220 246	congie deuant sa dame en est alee qui	donques estoit	eschaufee du feu dont guimar se sent que son cuer alume et
onques, ADV, ADV, ADVgen, onque, onques, guigS, 0 222 087	de haut parage il i atorne tel amor	onques a	fame n ot greignor il ot vne seror pucele en sa chambre
onques, ADV, ADV, ADVgen, onque, onques, guigS, 0 222 488	cheualiers il la besa lonc lui s asist	onques a	l autre mot ne dist fors tant que seoir la roua mariadus
vnkes, ADV, ADV, ADVgen, onque, vois, lanvalC, 0 224 745	dist 'de tel mester ne me soi	vnkes aider	mais jo aime e sui amis a cele ke deit auer le
pres, ADV, ADV, ADVgen, près, près, lanvalH, 0 227 290	ensemble od nus sauuement vus i cundurums veez	pres est	li paueilluns " li cheualers od eles uait de sun cheual ne
pres, ADV, ADV, ADVgen, près, près, lanvalP, 0 231 097	ensanble o nous sauuement vous i conduirons vees	pres est	ses paueillons " li ceualiers aueuc s en vait de son ceual
asses, ADV, ADV, ADVgen, assez, assez, lanvalP, 0 232 575	demanda trois il les enuoie por lanual ki	asses a	dolor et mal a sen ostel ert reuenus ja s estoit bien
asses, ADV, ADV, ADVgen, assez, assez, lanvalP, 0 234 317	en depart ne le pot li rois retenir	asses ot	gent a li seruir fors de la sale auoit on mis vn
onques, ADV, ADV, ADVgen, onque, onques, lanvalS, 0 234 872	bien assis la roine samurauis quant ele eut	onques ot	plus auoir et plus poissance et plus sauoir ne l emperere oteuian
pres, ADV, ADV, ADVgen, près, près, laustH, 0 238 405	mescreuz e eus le poeient bien fere kar	pres esteient	lur repere preceines furent lur maisuns e lur sales e lur dunguns
pres, ADV, ADV, ADVgen, près, près, milonS, 0 240 010	duel demena mes de ce se reconforta que	pres estoit	de sa contree cele que tant auoit amee milon s em prist
primes, ADV, ADV, ADVgen, prime, prime, milonS, 0 240 616	de uiande couoiteus hastiuement est reuenuz la dont	primes estoit	meuz en la uile et en la meson descent deuant les piez
pres, ADV, ADV, ADVgen, près, près, milunH, 0 242 991	e demena mes de ceo se recunforta que	pres esteit	de sa cuntree cele k il tant aueit amee milun se prist
primes, ADV, ADV, ADVgen, prime, prime, narcA, 0 245 592	sot tant porpensser que lueques ne vousist moustrer	primes a	fet ses ieus rianz simples et vairs clers et luisanz mes sor
auques, ADV, ADV, ADVgen, alques|auques, auques, narcA, 0 246 122	que ou cors est ferue si en est	auques esperdue	molt durement s est dementee et si a la color muee ahi
pres, ADV, ADV, ADVgen, près, près, narcA, 0 247 305	fu en pes comme le pot veoir de	pres et	quant el le vit esloingnié faut soi li cuers plessent li pie
jusques, ADV, ADV, PRE, jusque, jusque, narcA, 0 248 037	alee et va tant com chemin li dure	jusques au	bois ne s asseure qui estoit pres de la cite ele l
pres, ADV, ADV, ADVgen, près, près, narcA, 0 250 864	xx foiz avis li est que molt soit	pres et	retenir ne se puet mes gete les braz se l cuide prendre
onques, ADV, ADV, ADVgen, onque, onques, narcA, 0 251 268	as veue " 'or me di s	onques a	nul jor " 'veis si angoisseuse amor " 'nenil par
primes, ADV, ADV, ADVgen, prime, prime, narcB, 0 252 572	sot riens porpensser que iluec ne vosist monstrer	primes a	fait les elz rianz simples et vairs clers et luisanz mais sor
auques, ADV, ADV, ADVgen, alques|auques, auques, narcB, 0 253 101	que el cors est ferue si en est	auques esperdue	molt durement s est dementee et si a sa coulor muee hai
ilueques, ADV, ADV, ADVgen, iluec, illuec, narcB, 0 254 939	fors de chemise affublee fu d un mantel	ilueques atent	le damzel ele porpense que dira 'dieus " fait ele '
onques, ADV, ADV, ADVgen, onque, onques, narcB, 0 255 326	dieu pucele molt es fole " 'qui	onques esmeus	parole " 'et male chose as molt emprise " 'quant
onques, ADV, ADV, ADVgen, onque, onques, narcB, 0 258 068	as veue " 'quar me di s	onques a	nul jor " 'veis si angoisseuse amor " 'nenil par
auques, ADV, ADV, ADVgen, alques|auques, auques, narcC, 0 259 124	desque len est entremis et il en est	auques aquis	puis n est il pas a son plaisir soit soit maus n
primes, ADV, ADV, ADVgen, prime, prime, narcC, 0 259 475	pot rien porpenser k iloeuques ne vausist mostrer	primes a	fait les eus rians sinples et vairs clers et luisans mais estre
onques, ADV, ADV, ADVgen, onque, onques, narcC, 0 259 925	tant l esgarde que ne se muet com	onques aviser	le puet mout se merveille et si a droit por quoi si
dunques, ADV, ADV, ADVgen, donc, donc, narcC, 0 260 735	hom de si bele faiture " 'poroit	dunques estre	mauvais " 'tort ai je ne l blasmerai mais " '
certes, ADV, ADV, ADVgen, certes, certes, narcC, 0 260 749	ai je ne l blasmerai mais " '	certes il	est et biaus et buens " 'et toi que caut ja
asses, ADV, ADV, ADVgen, assez, assez, narcC, 0 261 772	tu que soies fille a roi " '	asses est	mius que je li die " 'de ce prendrai je bien
dusques, ADV, ADV, PRE, dusque, dusque, narcC, 0 262 005	maine com il plus puet tes eure est	dusques a	la mort amors n i garde droit ne tort ceste dane fille
pres, ADV, ADV, ADVgen, près, près, narcC, 0 262 082	dequ a zz bos ne s aseure qui	pres estoit	de la cite car ele avoit bien esgardé des fenestres u ele
onques, ADV, ADV, ADVgen, onque, onques, narcC, 0 262 510	diu pucele molt es fole " 'quant	onques en	meus parole " 'et male cose as molt enprise " '
asses, ADV, ADV, ADVgen, assez, assez, narcC, 0 264 549	sa terre " 'se je l demant	asses est	pres " 'dedens moi le sent mout engres " 'ne
onques, ADV, ADV, ADVgen, onque, onques, narcC, 0 265 625	ja veue " 'car me di s	onques a	nul jor " 'veis si angousceuse amor " 'porpense toi
certes, ADV, ADV, ADVgen, certes, certes, narcC, 0 266 108	qui plaigne moi et ma biaute " '	certes oil	viaus la pucele " 'que je trovai l autrier si bele
pres, ADV, ADV, ADVgen, près, près, narcD, 0 268 745	xx foiz avis li est que molt est	pres et	retorner ne se puet mes jeta ses braz quida la prendre mes
onques, ADV, ADV, ADVgen, onque, onques, narcD, 0 269 145	as veue " 'car me di s	onques a	nul jor " 'veis si angoiseuse amor " 'nenil por
