Référence	ContexteGauche	Pivot	ContexteDroit
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 030 488	blanc hauberc les pleis mais n en pot	mie en	char aveir il trest le brant de coleneis sur sun helme l
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, gorm, 0 030 555	vos ne l recovrez des meis ci remeindrez	ensemble od	mei ostel prendrez al briuerei " il li lanca un dart tut
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 727	de " quant ot mort le bon vassal	ariere enchaca	le cheval puis mist avant sun estandart n en la li baille
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 881	" quant il ot mort les bons vassaus	ariere enchaca	les puis mist avant sun estandart n en la li baille un
ore, ADV, ADV, ADVgen, or4|or, or, gorm, 0 031 209	me tu dunc issi guerpir se tu esteies	ore occis	dunc n ai jeo mais suz ciel ami " dist huelin "
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 032 233	par sa pitie k il ne l ad	mie en	char tochié reis lowis fud mut irrié a joste mie ne l
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 033 268	le mileu l espie passa mes nen ateinst	mie en	char de sun cheval le derocha par les dous resnes le cobra
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, gorm, 0 033 529	un e issembart est remasu dous mil paiens	ensemble od	li qu il cunsuit tut est vencu ne l pot garir sun
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 035 118	tuen num haltisme cum chaerunt li mien enemi	ariere e	trebucerunt e perirunt de la tue face kar tu fesis le mien
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 035 705	orphenin e l aprient e ne se en	ultre enorguillisset	uem de terre el seignur esperai cument dites vus a la meie
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 036 625	par lur buche parlerent orgeillusement alanz envers mei	ore avirunerent	mei lur oilz poserent decliner en terre la semblance de lui si
multe, ADV, DET:ind, DETind, mout, moult, psautier, 0 038 518	l oid envers tei la meie loenge en	multe eglise	les miens vuz je rendrai en l esguart des cremanz lui mangerunt
arere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 041 530	vergoigne ki quierent la meie aneme seient returné	arere e	seient cunfundut ki pensent mal a mei seient fait si cume puldre
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 042 268	acertes nostre seignur il heriterunt la terre kar	uncore un	petit e ne serat li fels e il penserat del liu de
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 043 613	meie aneme que il toillent icele seient tresturnét	ariere e	seient cunfundut ki vuelent a mei mals perissent apres lur cunfusiun ki
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 044 079	misericorde e en la nuit chant de lui	ensemble od	mei ureisun a deu de ma vie je dirrai a deu men
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 044 581	se nus espandimes noz mains a deu estrange	dunne enquerrat	deus iceo kar il cunuist les cogitatiuns de quer kar pur tei
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 046 981	li miens duitres e li miens cuneuz ki	ensemble oumes	duilz segrei en la maisun deu alames en pour vienget mort sur
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 047 275	el tuen recuntement lores serunt tresturnét mi enemi	ariere en	quelqueunches jurn je t apelerai iceo sai jeo que tu ies mes
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 050 611	cil ki querent la meie aneme seient returnét	ariere e	aient hunte ki voelent mal a mei returngent a l estrace de
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 051 542	e li abundant el siecle multiplierent delices gieres	dunne esneiai	en vein men quer e lavai en nient nuisance mes meins e
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 053 215	israel encurvad en tutes ices choses pechierent en	ultre e	nient ne creirent en ses merveilles e deguastat en vanite les jurz
arriere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 054 427	espalde les mains de lui de corbeille returnerent	arriere en	tribulatiun apalas mei e je delivrai tei jeo oi tei en repostaille
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 058 763	lui en loenge saciez que li sires il	meesme est	deus il fist nus e de lui sumes li pueples de lui
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 059 292	lui en jerusalem cum assemblé serunt li pueple	ensemble e	li regne que il servent al seignur tormentad en la veie od
jusque, ADV, ADV, PRE, jusque, jusque, psautier, 0 060 474	lui en fer vint l aneme de lui	jusque al	tens desque venist li sermuns de lui li parlemend del seignur provad
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 063 167	seignur seit li nums nostre seignur beneeit des	ore e	desque en siecle des le nessement del soleil desque al decheement de
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, psautier, 0 063 579	en taisance mais nus beneissums nostre seignur des	ore e	desque en parmanabletet joe ai améd kar orrad li sires la voiz
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 064 734	la tue lei asiduelment en parmanablete e en	ultre e	je alowe en kar les tuens mandemenz je quis e je parlerai
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 065 011	crei devant ceo que je oisse je mesconui	ore acertes	le tuen parlement guardai bons ies tu e de bienfaiz enseigne mei
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 065 961	e je guarderai tes testimonies je m esdrecowe	uncore en	teniebres e criowe ta parole atendanz devantceient li mien oil veilles que
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, psautier, 0 066 467	guardet tun eissement e le tuen entrement des	ore e	desque en siecle joe sui esleeciéd pur ceo que il distrent a
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 066 673	si li sires ne fust en nus diet	ore israel	si li sires ne fust en nus cum s esdrecowent sur nus
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, psautier, 0 066 803	sires en l avirunement de sun pueple des	ore e	desque en siecle kar ne reposerat la lignee de felunie sur la
jusque, ADV, ADV, PRE, jusque, jusque, psautier, 0 067 022	fil d els serrunt sur tun reial siege	jusque en	parmenablete ker damnesdeus ad eslit syon il desirrad li en sun habitacle
jusque, ADV, ADV, PRE, jusque, jusque, psautier, 0 067 159	ker iluec mandad li sire beneicun e vie	jusque el	secle este vus beneissez le seignur tuit li serf damnedeu ki estez
jusque, ADV, ADV, PRE, jusque, jusque, psautier, 0 067 316	les premieres choses de egipte des le hume	jusque a	la beste il enveiad signes e merveilles en milliu de tei o
juske, ADV, ADV, PRE, jusque, jusque, psautier, 0 067 768	el jurn de jerussalem des disanz esfowéd esfowéd	juske al	fundement de li la fille babiloine deguastee boneured ki guerdunerad a tei
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 069 307	si beneistrai tuen num en parmenance e en	ultre en	tut jurn te beneistrai e loerai tuen num en parmenance perpetuelment granz
jusque, ADV, ADV, PRE, jusque, jusque, psautier, 0 069 835	li sires recevanz les privez humilianz les feluns	jusque a	terre chantéd al seignur en confessiun chantéd a nostre deu en la
encore, ADV, ADV, ADVgen, encore, encore, marga, 0 070 453	forment l ama conme sa fille l onora	encore estoit	asses petite joevene pucele margerite quant la mere qui le porta chai
ensamble, ADV, ADV, ADVgen, ensemble, ensemble, marga, 0 073 427	aies merci de moi car jo voi deu	ensamble o	toi " ele respont " jo te requier lai moi deu primes
encore, ADV, ADV, ADVgen, encore, encore, marga, 0 073 709	ciel descende et d aversaire les deffende "	encore estoit	en orisons la sainte virge a jenoillons la sainte virge a jenoillons
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, mrgri, 0 075 583	ait merci de cest pecheor que deus est	ensemble o	tei dame aies merci de mei estent le col baisse le chief
encore, ADV, ADV, ADVgen, encore, encore, nima1, 0 081 916	menai le vos onc n i ot delaié	encore en	as de rome mestre fie tu es or riche et ge sui
mie, ADV, ADV, ADVneg, mie, mie, nima1, 0 082 177	dan rois vos i mentez il ne sont	mie en	la crestiente n i a fors vos qui estes coroné par desus
ore, ADV, ADV, ADVgen, or4|or, or, nima1, 0 083 373	" dit bertran li senez " quar alons	ore a	looys parler et moi et vos en cel pales plenier por querre
ore, ADV, ADV, ADVgen, or4|or, or, nima1, 0 084 493	granz merciz sire " dit li cuens "	ore entent	" li cuens xm s est regardez atant si vit ester guielin
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima1, 0 084 549	present de ceste hennor que ci vois demandant	ensemble o	moi que recevez le gant o moi auroiz les biens et les
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima1, 0 085 000	pie " qui dont veist les povres escuiers	ensemble o	els les povres chevaliers vont a xm le marchis au vis fier
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima1, 0 085 113	s en xm le marchis au vis fier	ensemble o	lui maint gentil chevalier parmi la sale ez vos aymon le viell
mie, ADV, ADV, ADVneg, mie, mie, nima1, 0 085 652	fui trop povres si ne l poi baillier	mie il	me lessierent por mes anfanz qu il virent di moi vilain des
ore, ADV, ADV, ADVgen, or4|or, or, nima1, 0 085 789	il " se dex me beneie qui avroit	ore yy	tonneaus de tel guise comme cele est qui el char est assise
ore, ADV, ADV, ADVgen, or4|or, or, nima1, 0 085 920	dist il " envers moi entendez qui avroit	ore yy	tonneaus ancrenez comme cil est que en cel char veez et fussent
mie, ADV, ADV, ADVneg, mie, mie, nima1, 0 087 046	a cele heure n en i avoit il	mie ainz	iert la loi de la gent paiennie la ou il prient mahomet
mie, ADV, ADV, ADVneg, mie, mie, nima1, 0 089 013	marcheant par verte raol de macre ne sui	mie apelé	que par l apostre qu en quiert en noiron pre encui savroiz
derriere, ADV, ADV, ADVgen, derrier|derriere, derrière, nima1, 0 089 419	entre paiens se vont adervitant monioie escrient et	derriere et	devant cil por lor vie se vont bien deffendant que la cite
arriere, ADV, ADV, ADVgen, ariere, arrière, nima1, 0 089 890	orent il grant soldee il s en reperent	arriere en	lor contree tres parmi france en vet la renomee li cuens xm
encore, ADV, ADV, ADVgen, encore, encore, nima2, 0 091 796	menai le vos onc n i ot delaié	encore en	as de rome mestre fie tu es or riche et ge sui
mie, ADV, ADV, ADVneg, mie, mie, nima2, 0 092 055	dan rois vos i mentez il ne sont	mie en	la crestientez n i a fors vos qui estes coroné par desus
ore, ADV, ADV, ADVgen, or4|or, or, nima2, 0 093 253	" dit bertran li senez " quar alons	ore a	looys parler et moi et vos en cel pales plenier por querre
ore, ADV, ADV, ADVgen, or4|or, or, nima2, 0 094 364	granz merciz sire " dit li quens "	ore entent	" li quens xm s est regardez atant si vit ester guielin
ensenble, ADV, ADV, ADVgen, ensemble, ensemble, nima2, 0 094 420	present de ceste honor que ci vois demandant	ensenble o	moi que recevez le gant o moi avrez les biens et les
ensenble, ADV, ADV, ADVgen, ensemble, ensemble, nima2, 0 094 872	pie " qui dont veist les povres escuiers	ensenble o	els les povres chevaliers vont a xm le marchis au vis fier
ensenble, ADV, ADV, ADVgen, ensemble, ensemble, nima2, 0 094 976	s en xm li marchis au vis fier	ensenble o	lui maint gentil chevalier parmi la sale ez vos aymon le viell
ensenble, ADV, ADV, ADVgen, ensemble, ensemble, nima2, 0 095 651	pricier et guielin et dan bertran ses nies	ensenble o	els mainnent yy yy somiers bien vos sai dire que porte li
ore, ADV, ADV, ADVgen, or4|or, or, nima2, 0 096 055	avez en pense dites quel part vos vorreiz	ore aler	franc chevalier tuit estes esfraé n a encor gaires que tornasmes d
mie, ADV, ADV, ADVneg, mie, mie, nima2, 0 096 433	qui de bataille estoient aprestez il n orent	mie yy	liues alé qu anmi la voie ont zz vilain trové vient de
mie, ADV, ADV, ADVneg, mie, mie, nima2, 0 096 687	sui trop povres si ne l poi baillier	mie il	me lesserent por mes enfanz qu il virent di moi vilain des
ore, ADV, ADV, ADVgen, or4|or, or, nima2, 0 096 825	il " se dex me beneie qui avroit	ore yy	tonneaus de tel guise conme cele est qui el char est assise
ore, ADV, ADV, ADVgen, or4|or, or, nima2, 0 096 956	dist il " envers moi entendez qui avroit	ore yy	tonneaus ancrenez conme cil est que en cel char veez et fussent
mie, ADV, ADV, ADVneg, mie, mie, nima2, 0 098 086	a cele heure n en i avoit il	mie ainz	ierz la loi de la gent paiennie la ou il prient xm
dome, ADV, ADV, VERcjg, UNKNOWN, dommer, nima2, 0 098 276	li rois otran l en apela avant "	dome estes	vos beaus amis marcheant sire nos somes d engleterre la grant de
derriere, ADV, ADV, ADVgen, derrier|derriere, derrière, nima2, 0 100 458	se vont ademetant " monioie " escrient et	derriere et	devant cil por lor vie se vont bien deffendant que la cite
arriere, ADV, ADV, ADVgen, ariere, arrière, nima2, 0 100 928	orent il grant soldee il s en reperent	arriere en	lor contree tres parmi france en vet la renomee li quens xm
mie, ADV, ADV, ADVneg, mie, mie, nima3, 0 101 128	dan roi vos i mentez il ne sont	mie en	la crestiente n i a fors vos qui estes coronez par desus
ore, ADV, ADV, ADVgen, or4|or, or, nima3, 0 102 337	" dit bertan li senez " que alons	ore a	rois loys parler et moi et vos en cest pales plenier por
ore, ADV, ADV, ADVgen, or4|or, or, nima3, 0 103 420	granz merciz sire " dit li cuens "	ore entent	" li cuens xm s est regardez atant si vit ester guielin
ensenble, ADV, ADV, PRE, ensemble, ensemble, nima3, 0 103 931	pie " qui dont veist les povres escuiers	ensenble els	les povres chevaliers vont a xm le marchis au vis fier en
ensenble, ADV, ADV, ADVgen, ensemble, ensemble, nima3, 0 104 044	s en xm li marchis au vis fier	ensenble o	lui maint gentil chevalier parmi la sale ez vos aymon le viel
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima3, 0 104 720	maint princier et guielin dan bertran ses nies	ensemble o	els mainent yy yy somiers bien vos sai dire que porte li
mie, ADV, ADV, ADVneg, mie, mie, nima3, 0 105 480	qui de bataille estoient aprestez il n orent	mie yy	lieues alé qu ammi la voie ont zz vilain trové vien de
mie, ADV, ADV, ADVneg, mie, mie, nima3, 0 105 734	sui trop povres si ne l poi baillier	mie il	me lessierent por mes enfanz qu il virent di moi vilains des
ore, ADV, ADV, ADVgen, or4|or, or, nima3, 0 105 870	il " se dex me beneie qui avroit	ore yy	toneaus de tel guise come cele est qui el char est assise
ore, ADV, ADV, ADVgen, or4|or, or, nima3, 0 106 001	dist il " envers moi entendez qui avroit	ore yy	toneaus autieus comme cil est que en cest char veez et fussent
mie, ADV, ADV, ADVneg, mie, mie, nima3, 0 107 127	mes a cele heure n en i avoit	mie ainz	iert la loi de la gent paienie la ou il prient mahomet
derriere, ADV, ADV, ADVgen, derrier|derriere, derrière, nima3, 0 109 498	entre xms se vont ademetant monioie escrient et	derriere et	devant cil por lor vie se vont bien deffendant que la cite
arriere, ADV, ADV, ADVgen, ariere, arrière, nima3, 0 109 967	orent il grant soldee il s en reparent	arriere en	lor contree tres parmi france en vet la renommee li cuens xm
mie, ADV, ADV, ADVneg, mie, mie, nima4, 0 112 131	dant roi vos i mentez il ne sont	mie en	la crestientez n i a fors vos qu estes coronné par desus
ore, ADV, ADV, ADVgen, or4|or, or, nima4, 0 113 330	" dit bertran le senez " quar alons	ore a	looys parler et moi et vos en ce pales plenier por querre
ore, ADV, ADV, ADVgen, or4|or, or, nima4, 0 114 451	grant merciz sire " dit li quens "	ore entant	" li quens xm s est regardez atant si vit ester guielin
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima4, 0 114 507	presant de ceste anor que ci vois demandant	ensemble o	moi que recevez le gant o moi aurez les biens et les
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima4, 0 114 910	pie " qui dont veist les povres escuiers	ensemble o	eus les povres chevaliers vont a xm le marchis au vis fier
ensemle, ADV, ADV, ADVgen, UNKNOWN, ensemble, nima4, 0 114 924	vont a xm le marchis au vis fier	ensemle o	li maint gentil chevalier parmi la sale ez vos aymon le viel
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nima4, 0 115 600	princier et guielin et dant bertran ses nies	ensemble o	eus mainnent yy yy sommier bien vos sai dire que porte le
mie, ADV, ADV, ADVneg, mie, mie, nima4, 0 116 381	qui de bataille estoient aprestez il n orent	mie yy	liues alé qu enmi la voie ont zz vilain trové et yy
mie, ADV, ADV, ADVneg, mie, mie, nima4, 0 116 619	sui trop povres si n u poi baillier	mie il	me lesserent por mes enfanz que virent di moi vilain les estres
ore, ADV, ADV, ADVgen, or4|or, or, nima4, 0 116 887	dist il " envers moi entendez qui avroit	ore yy	tonniax autretez come cil est que en ce char veez et fussent
mie, ADV, ADV, ADVneg, mie, mie, nima4, 0 118 011	mes a cele eure n en i avoit	mie ainz	ert de la gent poiennime la ou il prient mahomet et ses
mie, ADV, ADV, ADVneg, mie, mie, nima4, 0 119 982	marcheant par verte raoul de marche ne sui	mie apelé	que par l apostre qu en quiert en noiron pre encui savez
mie, ADV, ADV, ADVneg, mie, mie, nimafrag, 0 121 001	a cele ore n en i avoit il	mie ainz	iert la loi de la gent paienie la ou prient mahom qui
voire, ADV, ADV, ADVgen, voir, voire, nimb1, 0 123 648	chevaliers et bien yy en conquis a lacier	voire yy	as auferrans destriers delez zz mur vi lor seignor baissier bien le
ore, ADV, ADV, ADVgen, or4|or, or, nimb1, 0 125 279	" dist bertrans li senez 'car alons	ore a	loeys parler et moi et vos en ce palais listé pour querre
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb1, 0 126 519	present de ceste honnor que vois ci demandant	ensemble o	moi en recevez le gant o moi avrez les biens et les
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 126 815	yy de mes pers mes ne l ai	mie encores	aquité ice di je as povres bachelers as roncis povres et as
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb1, 0 126 931	afaire sommes apareilliez et si nous sommes tous	ensemble affichié	qui n a cheval o vous ira a pie " qui dont
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb1, 0 126 949	pie " qui dont veist les povres escuiers	ensemble o	iaus les gentis chevaliers vont a xm le marchis au vis fier
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb1, 0 127 062	s en xm li marchis au vis fier	ensemble o	lui en vont maint chevalier parmi la presse es vous aymon le
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb1, 0 127 771	chevalier et guielins et danz bertrans ses niez	ensemble o	aus mainent yy sommiers bien vous sai dire qu emportent li princier
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 128 575	qui de bataille estoient apresté il n orent	mie yy	lieues alé qu emmi lor voie ont zz vilain trouvé vient de
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 128 840	i fui molt mes n en poi baillier	mie il	me lessierent por mes enfanz qu il virent ses tu prodons des
ore, ADV, ADV, ADVgen, or4|or, or, nimb1, 0 128 976	il 'se diex me beneie qui avroit	ore yy	tonniax d itel guise comme cist est qui ou char gist souvine
ore, ADV, ADV, ADVgen, or4|or, or, nimb1, 0 129 205	dist il 'envers moi entendez qui aroit	ore yy	tonniaus arreez comme cist est qui en ce char veez et fussent
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 131 560	et dist xm 'ne l vous celerai	mie en	douce france en ai conquis partie et si m en vois tout
encore, ADV, ADV, ADVgen, encore, encore, nimb1, 0 132 448	'par aa denis qui est mes avoez	encore ancui	sera chier comparé " entor lui sont xxm amassé forment le gabent
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 132 542	et dist xm 'ce ne demant je	mie ancois	serai tornés a cantorbie a ma moullier qui m atent et desirre
derriere, ADV, ADV, ADVgen, derrier|derriere, derrière, nimb1, 0 133 316	entre xxms se vont entremetant monjoie escrient et	derriere et	devant cil por lor vies se vont bien deffendant car la vile
mie, ADV, ADV, ADVneg, mie, mie, nimb1, 0 133 553	ancessour firent par mahon ce ne ferai je	mie onques	mes peres a nul jor de sa vie ne crut en dieu
ore, ADV, ADV, ADVgen, or4|or, or, nimb1, 0 133 584	je se mahom me benie ne vueil pas	ore avoir	ma loy guerpie " oit le xm a poi qu il ne
voire, ADV, ADJ, ADVgen, voir, voire, nimb2, 0 135 202	bien yy cenz en conquis a l acier	voire yy	cenz as auferranz destriers delez un mur vi leur seigneur bessier bien
encore, ADV, ADV, ADVgen, encore, encore, nimb2, 0 135 552	sire guillaume " dist loeys li bers '	encore ai	ge yy de mes pers qui sont preudome et chevaliers membrez hardi
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb2, 0 138 135	present de ceste honor que ci voiz demandant	ensemble o	moi en recevez le gant o moi avrez les biens et les
mie, ADV, ADV, ADVneg, mie, mie, nimb2, 0 138 442	yy de mes pers mes ne l ai	mie enquore	aquité ice di ge as povres bachelers as roncins povres et as
enquore, ADV, ADV, ADVgen, encore, encore, nimb2, 0 138 443	de mes pers mes ne l ai mie	enquore aquité	ice di ge as povres bachelers as roncins povres et as dras
esemble, ADV, ADV, VERppe, UNKNOWN, essembler, nimb2, 0 138 558	afere sommes appareilliez et si nous sommes touz	esemble afichiez	qui n a cheval o vous ira a pie " qui dont
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb2, 0 138 576	pie " qui dont veist les povres escuiers	ensemble oiant	les gentis chevaliers vont a xm le marchis au vis fier en
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb2, 0 138 692	s en xm le marchis au vis fier	ensemble o	lui s en va maint chevalier parmi la presse es vous aymon
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, nimb2, 0 139 395	chevalier et guyelin et dant bertran ses niez	ensemble o	els mainent yy cenz sommiers bien vous sai dire qu en portent
mie, ADV, ADV, ADVneg, mie, mie, nimb2, 0 140 209	qui de combatre estoient aprestez il n orent	mie yy	lieues alé qu enmi leur voie ont zz vilain trouvé vient de
mie, ADV, ADV, ADVneg, mie, mie, nimb2, 0 140 465	i fu molt mes n en poi baillier	mie il	me lessierent pour mes enfanz qu il virent sez tu preudom des
ore, ADV, ADV, ADVgen, or4|or, or, nimb2, 0 140 601	il 'se diex me beneie qui avroit	ore yy	tonniaus de tel guise comme cist est qui el char gist souvine
ore, ADV, ADV, ADVgen, or4|or, or, nimb2, 0 140 841	il 'a moi en entendez qui aroit	ore yy	tonniaus arreéz comme cil est que en ce char veez e fussent
mie, ADV, ADV, ADVneg, mie, mie, nimb2, 0 143 187	" xm dist 'ne l vous celerai	mie en	douce france en ai conquis partie et si m en vois tout
encore, ADV, ADV, ADVgen, encore, encore, nimb2, 0 144 095	'par saint denis qui est mon avoué	encore encui	sera chier comperé entour lui sont sarrazins amassé forment le gabent por
mie, ADV, ADV, ADVneg, mie, mie, nimb2, 0 144 187	" respont xm 'ce ne demant je	mie ancois	serai tourné a cantorbie a ma moullier qui m atent et desire
derriere, ADV, ADV, ADVgen, derrier|derriere, derrière, nimb2, 0 144 959	paiens s en vont hardiement monjoie escrient et	derriere et	devant cis pour leur vies se vont bien defendant quar la vile
