Référence	ContexteGauche	Pivot	ContexteDroit
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 011 129	s alient li arcevesque ne l amerat ja	mie cum	il le vit a ferir le desiret mult quiement le dit a
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 011 411	cumbatant pramis nus est fin prendrum a itant	ultre cest	jurn ne serum plus vivant mais d une chose vos soi jo
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 011 567	empeint le ben tut le fer li mist	ultre pleine	sa hanste el camp mort le tresturnet apres escriet 'cist sunt
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 012 055	i ad plus dient franceis 'barun tant	mare fus	" par le camp vait turpin li arcevesque tel coronét ne chantat
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 012 293	cuntence ki que l cumpert venuz en sunt	ensemble grandonie	fut e prozdom e vaillant e vertuus e vassal cumbatant enmi sa
ore, ADV, ADV, ADVgen, or4|or, or, rolandox, 0 013 386	tute jur cornant devant ses pers vait il	ore gabant	suz cel n ad gent ki osast querre en champ car chevalcez
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 013 975	carlon si granz pais cunquis li empereres tant	mare vos	nurrit tere de france mult estes dulz pais oi desertét a tant
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 014 410	les nes e lees les oreiles e sunt	ensemble plus	de cinquante milie icil chevalchent fierement e a ire puis escrient l
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 300	fin quel part qu il alt ne poet	mie chair	ainzque rollant se seit aperceut de pasmeisuns guariz ne revenuz mult grant
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 678	curut e dist un mot 'ne sui	mie vencut	ja bon vassal nen ert vif recreut " il trait almace s
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 142	ben nus vengerat " paien dient 'si	mare fumez	nez cum jurz nus est hoi ajurnez perdut avum nos seignurs e
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 507	sa main fait sa apres ad dit '	mare fustes	seignurs tutes vos anmes ait deus li glorius en pareis les metet
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 691	tere chet pasmét dist l arcevesque 'tant	mare fustes	ber " li arcevesques quant vit pasmer rollant dunc out tel doel
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 016 808	e si guardet amunt sur l erbe verte	ultre ses	cumpaignuns la veit gesir le nobilie barun co est l arcevesque que
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 185	un mot 'men escientre tu n ies	mie des	noz " tient l olifan que unkes perdre ne volt si l
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 017 341	sainte marie aiue " e durendal bone si	mare fustes	quant jo mei perd de vos n en ai mais cure tantes
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 421	quant il co vit que n en pout	mie freindre	a sei meisme la cumencet a pleindre 'e durendal cum es
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 017 425	que n en pout mie freindre a sei	meisme la	cumencet a pleindre 'e durendal cum es bele e clere e
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 629	quant veit li quens que ne la freindrat	mie mult	dulcement la pleinst a sei meisme 'e durendal cum es bele
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 017 939	n en plurt e ne suspirt mais lui	meisme ne	volt mettre en ubli cleimet sa culpe si priet deu mercit '
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 018 364	vus defend que n i adeist nuls hom	josque deus	voeile que en cest camp revengum " e cil respundent dulcement par
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 018 631	sunt neiez par merveillus ahan franceis escrient '	mare fustes	rollant " quant carles veit que tuit sunt mort paiens alquanz ocis
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 019 300	altres asaillit le greignur sur l erbe verte	ultre ses	cumpaignuns la vit li reis si merveillur estur mais co ne set
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 019 616	il ad bataille il ne s en fuirat	mie mult	est grant doel que n en est ki l ociet " li
ore, ADV, ADV, ADVgen, or4|or, or, rolandox, 0 019 964	sire d els premer parlat avant 'oiez	ore franc	chevaler vaillant carles li reis l emperere des francs ne deit manger
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 260	deus tervagan e mahum e apollin dunt il	mie n	en unt dist cascuns a l altre 'caitifs que devendrum sur
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 296	trenchat ier le destre poign nus n avum	mie de	jurfaleu le blunt trestute espaigne iert hoi en lur bandun " li
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 417	le destre poign ad perdut n en ad	mie si	li trenchat li quens rollant li riches trestute espaigne avrat carles en
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 021 184	lui si li ad dit 'dolente si	mare fui	a itel hunte sire mon seignor ai perdut " chet li as
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 022 505	descendent plus de cent milie s en adubent	ensemble guarnemenz	unt ki ben lor atalentet cevals curanz e lur armes mult gentes
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 023 791	lui sunt granz honurs il n en at	mie de	rollant sun nevold n avrat vertut que s tienget cuntre nus "
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 025 178	s escrient 'ferez baron ne vos targez	mie carles	ad dreit vers la gent deus nus ad mis al plus verai
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 026 311	qu il seit ne s i voelt celer	mie met	a sa buche une clere buisine sunet la cler que si paien
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 026 672	osbercs les pans en desevrerent dedenz cez cors	mie ne	s adeserent rumpent cez cengles e cez seles verserent cheent li rei
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 026 784	en escarbunet ceste bataille ne poet remaneir unkes	josque li	uns sun tort i reconuisset dist l amiraill 'carles kar te
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 027 657	de france des plus saives qui sunt des	ore cumencet	le plait de guenelun li empereres est repairét d espaigne e vient
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 027 988	feste dient alquanz del baron seint silvestre des	ore cumencet	le plaid e les noveles de guenelun ki traisun ad faite li
tresque, ADV, ADV, PRE, tresque1, tresque, rolandox, 0 028 783	jo l vos recrerai " fait cels guarder	tresque li	dreiz en serat quant veit tierri qu or en ert la bataille
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 029 051	legers li uns requiert l altre n unt	mie des	destrers de cez espees enheldees d or mer fierent e caplent sur
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 029 136	en tendrai cunseill tut seie fel se jo	mie l	otrei deus facet hoi entre nus dous le dreit " co dist
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 029 322	en ad tute sanglente l osberc del dos	josque par	sum le ventre deus le guarit que mort ne l acraventet co
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 029 498	vienent ad ais descendent en la place des	ore cumencet	l ocisiun des altres carles apelet ses cuntes e ses dux '
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 289	" quant il ot mort le bon vassal	ariere chaca	le cheval puis mist avant sun estandart n em la li baille
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 030 581	guari a cele feiz kui n i pot	mie sun	char aveir e cil s en torne demaneis li estur fut mut
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 031 795	haut le chef que il ne l pot	mie baillier	hue s est tant avancié que il vait avant cuntre plein pie
uncore, ADV, ADV, ADVgen, encore, encore, gorm, 0 031 906	niez ceo dit la geste a seint richier	uncore n	ot oit jorz entier qu il ot armé a chevalier quant sun
idune, ADV, ADV, NOMcom, UNKNOWN, idone, gorm, 0 032 134	la nostre avenist bien le quel de nus	idune venquist	n en fussent mort tant chevalier ne tanz francs homes detrenchiez ber
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 032 244	tochié reis lowis fud mut irrié a joste	mie ne	l requiert encuntre munt drescha l espie si l ad feru parmi
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 560	uncle ne cusin u vus puissiez revertir tornez	ariere les	chimins se vengerom le arabi nostre emperrere de leutiz qui nos dona
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 845	gent esguaree senz seinur en autre cuntree turnez	ariere les	estrees si vengerom nostre emperere l or e l argent e les
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 871	engulees " e eus si funt sanz redutee	ariere tornent	les estrees lowis ad sa gent jostee emmi chevacha l emperrere quant
geke, ADV, ADV, NOMcom, UNKNOWN, jeque, gorm, 0 033 432	vos vies garantir " e eus si funt	geke l	ot dit li estur fut fier e mortel e la bataille cummunel
e, ADV, CON:coord, CONcoo, et, et, gorm, 0 033 647	genitrix mere deu dame " isembart dist "	e ja	l me dist un sarrazin ultre la mer qui en sorti si
ultre, ADV, ADV, PRE, outre, outre, gorm, 0 033 654	" e ja l me dist un sarrazin	ultre la	mer qui en sorti si jeo veneie en cest pais que jeo
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 034 041	ferrine si cume vaissel de potier tribleras eals	ore gieres	vus rei entendez seiez apris vus jugeur de terre servez al seinur
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 034 883	vaisels de mort ses saietes a ardeir uvrat	este tei	enfantat felunie e cunceude le dolur enfantat mencunge le lac auvrit e
meeme, ADV, ADV, ADJind, UNKNOWN, même, psautier, 0 035 193	il establit a jugier sun solier e il	meeme jugerat	le cercle en justise il juget les pueples en ueltez e il
este, ADV, ADV, ADVgen, ez, es, psautier, 0 035 726	meie aneme tresvole el munt cume oisel kar	este tei	li felun tendirent lur arc poserent lur saiete sur la corde que
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 035 897	destruiement des suffraitus e le gemissement des povres	ore m	esdrecerai dit li sires jeo poserai en saluable l aie d eals
dune, ADV, VER, NOMcom, donner, done, psautier, 0 036 124	chi facet bien nen est desque a un	dune cunuistrunt	tuit icil qui ovrent felunie qui devurent mun pople si cum viande
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 037 867	charoles aemplisset li sires tutes les tues petitiuns	ore sai	je que li sires salverat sun crist il orrat lui de suen
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 040 151	en mien sanc cum je descenderai en corruptiun	dunne regehirat	a tei puldre u anuncierat la tue vertet oi sire e aies
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 040 983	les abismes criemet le seignur tute terre lui	meesme criengent	tuit li abiteour de cercle kar il mandat e faiz est lui
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 041 117	en la multitudine de sa force ne salverad	este vus	li oilz del seignur sur les cremanz lui e sur les atendanz
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 041 239	mes anguisses delivrat mei esguardez a lui e	ensemble curez	e vostre vult nient ne ruvirunt cist povres criat e li sires
arriere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 041 355	tes levres que il ne paroillent trecherie turne	arriere de	mal e fai bien quier pais e parsui icele li oil del
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 042 653	cume le naif verdiant e jeo trespassai e	este vus	il ne esteit e jeo quis lui e nient n est truvez
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 042 800	si cume pesant feis sunt agrevez sur mei	ensemble purrirent	e defistrent les meies sursaneures de la face de ma folie turmentez
este, ADV, ADV, ADVgen, ez, es, psautier, 0 043 154	seit que jeo sace que deseit a mei	este vus	petiz tu posas mes jurz e la meie vie si cume el
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 043 207	ne set a qui il asemblet ices choses	ore dunches	que atend jeo sire la meie atente tu ies de tutes mes
este, ADV, ADV, CONsub, ez, este, psautier, 0 043 454	e pur pechiet ne requisis dunc je dis	este vus	je vienc el volume del livre est escrit de mei que je
este, ADV, ADV, ADVgen, ez, es, psautier, 0 043 494	ventre je annunciai le juste en mult eglise	este vus	mes levres ne deveerai sire tu l coneus la tue justise ne
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 002	aneme e conturbes mei atent le seignur kar	uncore rejehirai	a lui as santeifs del vult de lui li miens deus en
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 044 017	vult de lui li miens deus en mei	meesme la	meie aneme est encurvee pur ices choses si recorderei de tei de
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 141	e purquei conturbes mei atent le seignur kar	uncore rejehirai	a lui od les santeifs de men vult e a men deu
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 252	aneme e purquei conturbes mei atent deu kar	uncore regehirai	a lui la saluable chose de mun vult e a mun deu
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 044 339	tuen vult kar tu plous a tei tu	meesme ies	mes reis deus cumande pur les saluz jacob en tei les noz
ariere, ADV, ADV, PRE, ariere, arrière, psautier, 0 044 536	ne mentimes en tuen cuvenant nen est returnét	ariere nostre	quers e ne declinerent nostre alement de la tue sente kar tu
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 045 030	ne serat commout aiderat a lui deus en	meesme le	nessement matinal conturbees sunt les genz dequaissié sunt li regnes il dunat
este, ADV, ADV, ADVgen, ez, es, psautier, 0 045 300	en ses maisuns est cuneuz en aeidand kar	este vus	li rei sunt asemblé il trespasserent ensembleement il veant issi s esbairent
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 045 589	verrat mort cum il verrat les sages muranz	ensemble li	fols e li nun savanz e deguerpirunt a estranges lur richeises lor
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 045 855	justise de lui kar deus est jugiere il	meesme tutes	ures oi mis pueples e je parlerai a israel e je testimonierai
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 190	sermuns e si venques cum tu seras jugiéd	este tei	acertes en felunie sui cunceut e en pechiet enfantat mei ma merre
este, ADV, VER, VERcjg, estre, ester, psautier, 0 046 204	cunceut e en pechiet enfantat mei ma merre	este tei	acertes vertet aimes tu reposte chose e la segreie chose de ta
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 479	li juste e criendrunt e sur lui rirrunt	este tei	li uem ki ne posat deu sa force mais esperat en la
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 046 606	facet bien nen est desque a un soul	dunne cuneurent	cil ki ovrent felunie ki manjuent men pueple si cume viande de
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 723	ne proposerent deu en lur esguardement tutes ures	este vus	deus aiderre a mei li sires supuiand la meie aneme il rendrat
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 047 747	e des humes des sancs salve mei kar	este tei	il agueiterent a ma aneme sunt asemblét encuntre mei li tres fort
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 047 826	si abaient cume chiens e avirunent la citet	este tei	il parlerunt en lur buche espees en lur levres ensement cume nuls
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 048 466	hume emposé en peis es vanited sunt il	ensemble ne	voillez vus afier en chalenge e en ravine ne seied deceud richeises
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 048 824	el seignur e si esperrat en lui e	ensemble loerunt	tuit li dreiturel par quer a tei teist loenge o deus en
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 049 813	langue de tes chiens des enemis de sei	meesme virent	tes eires o deus les eires de men deu de men rei
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 049 964	sur le ciel del ciel des le cumencement	este tei	il durrat la sue voiz voiz de fortesce dunez force a deu
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 050 945	tu enseignas mei de ma juvente e desque	ore purnuncierai	tes merveilles ensurquetut e desque a veillesce e a chienes deus ne
ultre, ADV, ADV, PRE, outre, outre, psautier, 0 051 147	criendrunt tei cum lungement iert li soleil e	ultre la	lune en generatiun de generatiuns il descenderat si cume pluie sur tuisun
ultre, ADV, ADV, PRE, outre, outre, psautier, 0 051 344	terre iert li nums de lui en siecle	ultre le	soleil durrat li nums de lui e serunt beneeites en lui tutes
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 051 530	cunuit deus e se est science el halt	este tei	cist felon e li abundant el siecle multiplierent delices gieres dunne esneiai
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 051 573	matines je dis se jeo recunterai issi '	este tei	la generatiun de tes filz ai deguerpi e jeo pensai que jeo
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 051 730	la meie partie tu deus en siecle kar	este tei	ki esloignent sei de tei perirunt tu perdis le luxuriant de tei
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 051 852	en la lande des fuz les cuignees e	ore les	entailleures de li oelment od hache e od doleures derestrent il mistrent
ultre, ADV, ADV, PRE, outre, outre, psautier, 0 051 900	terre noz signes ne veimes nen est pas	ultre profete	e nen est ot nus ki sacet desque a quant desque a
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 052 987	si cume flums les ewes e ajusterent en	ultre pechier	a lui que il purvuchassent le halt en desvoiement e enterent deu
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 053 014	a lur aneme e parlant cuntre deu disaient	dunne purrat	deus poser table en sultivete este tei il ferid la pierre e
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 053 021	disaient dunne purrat deus poser table en sultivete	este tei	il ferid la pierre e decururent les ewes e li doit surunderent
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 053 036	decururent les ewes e li doit surunderent e	dunne porrad	il pain duner u aparailler charn a sun pueple pur ceo oid
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 053 181	eals nient ne besuignerent de lur coveitise cum	uncore fust	la viande en lur buche gierres la forsenerie de deu muntad sur
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 053 711	apres ivrece del vin e ferid ses enemis	ariere reproce	parmanable dunad eals e degetad le tabernacle joseph e la lignee effraim
este, ADV, ADV, ADVgen, ez, es, psautier, 0 054 700	tei ne taises e ne reposes deus kar	este tei	li tuen enemi unt fait grant noise e ki hairent tei esleverent
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 054 989	mes deus bonoure ki habitent en ta maisun	uncore loerunt	tei tutes ures bonourez li huem cui force est en tei tes
encuntre, ADV, PRE, ADVgen, encontre1|encontre, encontre, psautier, 0 055 269	habitet glorie en nostre terre misericorde e verited	encuntre cururent	justise e pais s entrebeiserent vertet est de terre nee e justise
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 055 641	de l orguil e de babylonie savanz mei	este tei	e tyr od ethiope cist est nez a tei a syon acertes
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 055 837	sire tute jurn espandi a tei mes palmes	dunne fras	tu as morz merveilles u geant s esdrecerunt e regehirunt a tei
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 055 851	u geant s esdrecerunt e regehirunt a tei	dunne sera	recuntee en sepulchre la tue misericorde e ta verted en perditiun dunne
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 055 864	la tue misericorde e ta verted en perditiun	dunne serunt	cuneues en teniebres tes merveilles e la tue justise en terre ki
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 057 370	parmanablete tu acertes halz en parmanablete sire kar	este tei	li tuen enemi sire kar este tei li tuen enemi perirunt e
este, ADV, ADV, ADVgen, ez, es, psautier, 0 057 377	kar este tei li tuen enemi sire kar	este tei	li tuen enemi perirunt e cil serunt destruit tuit ki ovrent felunie
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 057 455	del seignur es aitres de nostre seignur germerunt	uncore fructifierunt	en crasse veillesce e fueillant serunt annunceant que dreiturers est li sires
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 057 812	dedenz les tues consolatiuns deliterunt la meie aneme	dunne serad	parcunier de tei li trones d agueiz li feignanz dolur en cumandement
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 058 311	lui al cercle il le vit e tremblad	ensemble la	terre li munt si cume cire sunt fait decurable de la face
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 058 568	de lui li flum esjoirunt od lur palme	ensemble li	munt loerunt devant le seignur kar il vient jugier la terre il
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 059 607	e ne parmaindrad e ne cunuistrad lui en	ultre li	leus de lui la misericorde acertes del seignur des le siecle desque
ultre, ADV, ADV, PRE, outre, outre, psautier, 0 059 807	sa basse ne serad commoue en siecle e	ultre d	abisme si cume de vestiment covris icele sur les munz esterunt les
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 060 236	li pecheur de terre e li felun en	ultre ne	seient beneis la meie aneme le seignur regehisiez al seignur apelez le
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 061 594	e seelant l aneme d els en els	meesme defist	e crierent al seignur en lur tribulatiun e de lur afflictiun delivrad
dumne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 062 245	garnie li quels demerrad mei desque en idumeam	dumne tu	deus ki dejetas nus e ne eistras deus en noz oz dune
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 063 290	la mer vit e fuit jordan convertiz est	ariere li	munt saillirent si cume multuns li tertre si cume li fil del
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 063 317	mer que tu fuis jordan kar convertiz es	ariere vus	munt saillistes si cume multuns li tertre si cume li fil del
este, ADV, NOM, VERcjg, esté1, ester, psautier, 0 064 667	le quel je dutai li tuen jugement bon	este tei	je desirai tes mandemenz en ta justise vivifie mei e viengent a
este, ADV, ADV, ADVgen, ez, es, psautier, 0 066 406	tuen piet ne ne sumeilt ki guardet tei	este tei	ne sumeillerat ne ne dormirat li guardains d israel li sires tis
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 066 510	citet de la quele la partie de li	ensemble kar	iluec munterent les lignees les lignees del seignur testimonie d israel a
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 066 592	tei levai mes oilz ki habites es ciels	este tei	si cume li oil des sers a la main de ses seignurs
este, ADV, ADV, ADVgen, ez, es, psautier, 0 067 162	li sire beneicun e vie jusque el secle	este vus	beneissez le seignur tuit li serf damnedeu ki estez en la maisun
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 067 584	israel par le miliu de li e envolst	ensemble faraun	e sun ost en la ruge mer ki menad le pueple par
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 067 977	entendis ker nen est parole en ma langue	este tei	sire tu coneus tutes choses detriers e devant tu furmas mei e
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 068 153	sui es derreines parties de terre nient furmé	uncore mei	virent ti oil e en tun livre serunt escrit tuit li jur
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 068 207	pluisour de gravele serunt jeo me esveillai e	uncore sui	od tei se tu ocirras o deus le felun vus barun de
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 068 577	oile de amertume nen engraist mun chief ker	uncore la	meie oreisuns pur les malices d els suztrait sunt juste la pierre
