Référence	ContexteGauche	Pivot	ContexteDroit
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 014 975	li oil li sunt trublét ne loinz ne	pres	ne poet vedeir si cler que poisset nuls hom mortel sun cumpaignun
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 015 383	e gentilz quens vaillanz hom u ies tu	unkes	nen oi pour la u tu fus co est gualter ki cunquist
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 015 432	rumput parmi le cors hot une lance ferut	sempres	murrai mais cher me sui vendut " a icel mot l at
guaires, ADV, ADV, ADVgen, gaire, guère, rolandox, 0 015 847	jur nus defalt jo oi al corner que	guaires	ne vivrat ki estre i voelt isnelement chevalzt sunez vos grasles tant
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 016 048	repairet li reis poesteifs " li quens rollant	unkes	n amat cuard ne orguillos ne malvais hume de male part ne
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 016 705	quant vit pasmer rollant dunc out tel doel	unkes	mais n out si grant tendit sa main si ad pris l
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 016 972	co sent rollant que la mort li est	pres	par les oreilles fors se ist la cervel de ses pers priet
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 017 060	s est pasmét kar la mort li est	pres	halt sunt li pui e mult halt les arbres quatre perruns i
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 017 161	en arabe " en li quens s apercut	alques	co sent rollant que s espee li tolt uvrit les oilz si
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 193	mie des noz " tient l olifan que	unkes	perdre ne volt si l fiert en l elme ki gemmét fut
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 243	apres li dit 'culvert paien cum fus	unkes	si os que me saisis ne a dreit ne a tort ne
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 017 956	si priet deu mercit 'veire patene ki	unkes	ne mentis seint lazaron de mort resurrexis e daniel des leons guaresis
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 018 785	se dort cuntre tere icele noit n unt	unkes	escalguaite li emperere s est culcét en un pret sun grant espiet
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 018 828	elme ki est a or gemmét ceinte joiuse	unches	ne fut sa per ki cascun jur muet yy clartez asez savum
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 019 844	parvunt les noveles gent paienor ne voelent cesser	unkes	issent de mer venent as ewes dulces laisent marbrose e si laisent
pres, ADV, ADV, ADVgen, près, près, rolandox, 0 020 521	dist bramimunde 'mar en irat itant plus	pres	d ici purrez truver les francs en ceste tere ad estéd ja
primes, ADV, ADV, ADVgen, prime, prime, rolandox, 0 021 355	car ja s en fuient al matin quant	primes	pert li albe esveillez est li emperere carles sein gabriel ki de
unques, ADV, ADV, ADVgen, onque, onques, rolandox, 0 021 659	'amis rollant de tei ait deus mercit	unques	nuls hom tel chevaler ne vit por granz batailles juster e defenir
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 022 169	qu il unt morz truvét ad un carnel	sempres	les unt portét asez i ad evesques e abez munies canonies proveires
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 022 295	le marchis 'en yy carettes les guiez	tres	ben " bien sunt cuverz d un palie galazin venir s en
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 023 440	unt talent qu il li faillent adubez vus	sempres	avrez bataille " dist baligant 'or oi grant vasselage sunez vos
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 023 947	otri quanque m avez ci quis cuntre franceis	sempres	irez ferir si i merrez torleu le rei persis e dapamort un
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 012	ki fut al rei flurit a itel ore	unches	puis ne la vit ne il n en fut ne vestut ne
unches, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 165	balide la fort co est une gent ki	unches	ben ne volt li amiralz en juret quanqu il poet de mahumet
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 409	co est une gent ki deu nen amat	unkes	geste francor yy escheles i numbrent granz sunt les oz u cez
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 024 497	lor helmes clers i suzclinent enbrunc dient '	sempres	murrez glutun de vos seit hoi male confusiun li nostre deu guarantisez
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 024 831	d espees bataille avrum e forte e aduree	unkes	nuls hom ne vit tel ajustee " plus qu om ne lancet
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 025 703	granz fut li colps li dux en estonat	sempres	caist se deus ne li aidast de sun destrer le col en
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 025 723	en enbracat se li paiens une feiz recuvrast	sempres	fust mort li nobilies vassal carles de france i vint ki l
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 025 860	sire je vos en crei se jo vif	alques	mult grant prod i avreiz " puis sunt justez par amur e
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 026 194	n enbrunket sun vis si grant doel ad	sempres	quiad murir si n apelat jangleu l ultremarin dist l amiraill '
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 026 375	yy milie li quens oger cuardise n out	unkes	meillor vassal de lui ne vestit bronie quant de franceis les escheles
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 026 531	cadeir e l estandart mahumet remaneir li amiralz	alques	s en aperceit que il ad tort e carlemagnes dreit paien d
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 026 783	fous en escarbunet ceste bataille ne poet remaneir	unkes	josque li uns sun tort i reconuisset dist l amiraill 'carles
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 026 867	deus nos apresentet christientet e pui te amerai	sempres	puis serf e crei le rei omnipotente " dist baligant 'malvais
unkes, ADV, ADV, ADVgen, onque, onques, rolandox, 0 027 185	canonie de false lei que deus nen amat	unkes	ordres nen unt ne en lor chefs corones quant ele vit arrabiz
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 027 790	" pert la culor chet as piez carlemagne	sempres	est morte deus ait mercit de l anme franceis barons en plurent
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 027 857	veit que morte l ad truvee quatre cuntesses	sempres	i ad mandees a un muster de nuneins est portee la noit
tres, ADV, ADV, ADVgen, tres|très, très, rolandox, 0 027 926	les mains li lient a curreies de cerf	tres	ben le batent a fuz e a jamelz n ad deservit que
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 028 307	calunje " dist pinabel 'vos serez guarit	sempres	n i ad frances ki vos juget a pendre u l empere
alques, ADV, ADV, ADVgen, alques|auques, auques, rolandox, 0 028 562	e graisle e eschewid neirs les chevels e	alques	bruns n est gueres granz ne trop nen est petiz curteisement a
gueres, ADV, ADV, ADVgen, gaire|gaires, guère, rolandox, 0 028 566	neirs les chevels e alques bruns n est	gueres	granz ne trop nen est petiz curteisement a l emperere ad dit
sempres, ADV, ADV, ADVgen, sempre, sempres, rolandox, 0 028 672	que jo ai ceinte ici mun jugement voel	sempres	guarantir " respundent franc 'or avez vos ben dit " devant
es, ADV, ADV, ADVgen, UNKNOWN, es, gorm, 0 029 979	e pesant e la bataille fut mut grant	es	lor puinnant gautier de maus fiz erneis un duc franceis e vit
lores, ADV, ADV, ADVgen, lors, lors, gorm, 0 029 998	e vit gormund el pui estant s il	lores	ne joste a lui a en camp dunc se tendra pur recreant
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 030 097	li meudre rei e le plus franc qui	unques	fust el munde vivant se il creust deu le poant s est
gesques, ADV, ADV, PRE, jusque, jusque, gorm, 0 030 202	de termes sur un cheval bai de chastele	gesques	al rei xm n areste si l fiert sur la targe novele
tres, ADV, NOM, ADVgen, tref2, très, gorm, 0 030 247	heaume la teste en fist voler a destre	tres	devant li sur la bel herbe puis li ad dit une nuvele
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 030 696	le meudre rei e le plus ber qui	unques	fust de paiens né a haute voiz s est escrié " vos
pres, ADV, ADV, ADVgen, près, près, gorm, 0 031 006	" bien l ai senti vos me ravrés	pres	a veisin " il traist d or enheudi si l fiert amunt
meimes, ADV, ADJ, ADVgen, meisme, même, gorm, 0 031 242	jeo fui mut de bone geste e par	meimes	dei pruz estre si m ai dous la grant paterne jeo ne
gesques, ADV, ADV, PRE, jusque, jusque, gorm, 0 031 303	gens cumme terrestre prof vait bruiant cumme tempeste	gesques	al rei xm n areste si l fert sur la targe novele
certes, ADV, ADV, ADVgen, certes, certes, gorm, 0 031 352	encuntre terre la l eust mort icist a	certes	quant il tolirent gent averse huelin dist une novele qui a xm
unkes, ADV, ADV, ADVgen, onque, onques, gorm, 0 031 398	come pulcele le poun mis en l asquiele	unkes	n en mustes la maissele a " dist xm " si vait
guerres, ADV, NOM, NOMcom, guerre, guerre, gorm, 0 031 421	le guerredon vus en dei faire aincesk augiez	guerres	de terre men enscient l avrez mut pesme " del fort espie
unkes, ADV, ADV, ADVgen, onque, onques, gorm, 0 031 489	servis de mun poun que n en mui	unkes	le gernun si pur folie dire nun e le cheval a mun
auques, ADV, ADV, ADVgen, alques|auques, auques, gorm, 0 031 848	e broche e fiert qu il lur est	auques	esloinné ses plaies prennent a sainnier li cor li ment e hue
gesques, ADV, ADV, PRE, jusque, jusque, gorm, 0 032 204	trente set piez pernez les resnes del destrier	gesques	a lui me cunduiez " a icest mot s est eslessé xm
unques, ADV, ADV, ADVgen, onque, onques, gorm, 0 033 288	le cobra veant ses euz puis i monta	unques	congie ne demanda de ceo fist il pechie e mal que sun
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 033 967	abiterres del ciel escharnirat li sire gaberat eals	lores	parlerat a eals en sa irae e en sa furur trublerat eals
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 033 981	irae e en sa furur trublerat eals jo	acertes	ordenai men rei sur syon mun saint munt je recunterai le cumandement
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 034 042	si cume vaissel de potier tribleras eals ore	gieres	vus rei entendez seiez apris vus jugeur de terre servez al seinur
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 034 420	de sancs e tricheur abomerat nostre sire jo	acertes	en la multitudine de la tue misericorde jo enterrai en ta maisun
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 034 937	sa justise e chanterai al num del seignur	tres	halt sire nostre seignurere cum grant est li tuens nums en tute
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 035 181	perit lur memorie ot eals meemes li sires	acertes	en parmenabletet serrat il establit a jugier sun solier e il meeme
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 035 792	umes li sires le juste pruevet le felun	acertes	e l amant felunie het l aneme de lui il plut sur
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 035 951	li felun irunt cum il serunt eshalciét li	tres	vil des filz des umes desque a quant sire ublieras tu mei
unches, ADV, ADV, ADVgen, onque, onques, psautier, 0 036 015	li miens deus enlumine les oilz que je	unches	ne dorme en mort que alcune fiede ne diet li meins enemis
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 036 043	enemi se esleecerunt cum jo serai esmout jeo	acertes	en la tue misericorde me afi esleecat li miens quers en tuen
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 036 244	li oilz de lui les engres les cremanz	acertes	nostre seignur glorifiet il juret que il se turmentet e nen est
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 036 368	meie sort les lignes chairent a mei en	tres	beles choses e la meie herediteth est bele jeo benistrai le seignur
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 036 715	e lerrunt lur remesilles a lur enfanz jo	acertes	en justise verrai la tue face jo serai aemplit cum jo veillerai
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 037 012	multes ewes il delivrat mei de mes enemis	tres	poanz e de ices ki hairent mei kar plus forz de mei
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 196	deus tu enlumineras les meies teniebres en tei	acertes	je currai ceinz e el mien deu je tressalderai le mur deus
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 744	de mes ocultes choses neie mei des orgeillus	acertes	delivre tuen serf se il ne seignurerunt de mei dunc serai jeo
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 037 762	dunc serai jeo nez e serai neiez de	tres	grant forfait seient pleisanz les paroles de ma buche e li purpensemenz
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 902	cist en curres e cist en chevals nus	acertes	el num del seignur de nostre deu serum recordét il sunt encurvét
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 037 918	serum recordét il sunt encurvét e chairent nus	acertes	levames e sumes esdrecié sire salve le rei il orrad nus el
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 214	tei sunt afiét e ne sunt cunfus je	acertes	sui verms e nient bers repruce de humes e despit de pueple
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 252	lui delivret lui kar il vuelt lui tu	acertes	li miens cumbatere del ventre la meie fiance des mameles ma merre
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 038 406	sei e sur mun vestement mistrent sort tu	acertes	sire ne seies fait luing tu la meie fortece en ma aie
unches, ADV, ADV, ADVgen, onque, onques, psautier, 0 038 952	en tei ne seient cunfundu cunfundu seient ki	unches	wvrerent en vein les tues veies sire demustre a mei les tues
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 375	destre d eals est remplie de duns jeo	acertes	en la meie simplicite irai raachate mei e aies merci de mei
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 039 516	de suen tabernacle en la pierre eshalcerat mei	lores	acertes eshalcat mun chief sur mes enemis ki sunt el mien avirunement
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 517	suen tabernacle en la pierre eshalcerat mei lores	acertes	eshalcat mun chief sur mes enemis ki sunt el mien avirunement e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 613	peres e ma mere guerpirent mei li sires	acertes	acuillit mei mustre a mei sire la tue veie e demeine mei
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 039 652	encuntre mei fals testimonie e aperte mencunge jeo	acertes	crei que jeo veie les biens del seignur en la terre des
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 102	vespre demurrat pluremenz e el matin loenge jeo	acertes	dis en la meie abundance ne serai mout en parmanableteth sire en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 306	tu hais les guardanz vanitez en vein jeo	acertes	el seignur m afiai jeo m esjoirai e esleecerai en la tue
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 458	que il tolissent la meie aneme purpensoent jeo	acertes	en tei esperai sire je dis li miens deus tu es en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 607	sa misericorde a mei en citet guarnie jeo	acertes	je dis en ma esbaisur jeo sui dejetét de l eswardement de
gieres, ADV, ADV, ADVgen, gieres, gieres, psautier, 0 040 622	sui dejetét de l eswardement de ses oilz	gieres	nen ois la voiz de la meie preiere cum jeo crioue a
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 040 869	tei mult sunt dolurs de felun le afiant	acertes	el seignur misericorde avirunerat esleeciez vus el seignur e seiez loét tuit
tres, ADV, NOM, ADVgen, tref2, très, psautier, 0 041 061	sires vit tuz les filz adam de sun	tres	ferm siege esguardat a tuz les habiteurs de terre feinnanz perment le
pres, ADV, ADV, ADVgen, près, près, psautier, 0 041 411	eals e de tutes lur travailz delivrat eals	pres	est li sires as triblez par quer e les defraiz par esperit
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 041 669	mals pur bien barainete de ma aneme jeo	acertes	cum jeo fusse affebli de eals esteie vestut de haire jeo humiliowe
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 260	malfaces kar ki malfunt il murrunt li atendant	acertes	nostre seignur il heriterunt la terre kar uncore un petit e ne
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 290	lui e nient ne estera ferm li suef	acertes	heriterunt la terre e se deliterunt en multitudine de pais penset li
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 315	fremist envers lui ot ses denz li sires	acertes	escharnirat lui veanz que vient ses jurz glaive forstraistrent li felun tendirent
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 374	kar li braz des feluns serunt brisét suslievet	acertes	les justes li sires cuneut li sires les jurz des neient marguilliéd
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 437	prist li fels e nel rendrat li justes	acertes	dunet e livret kar ki beneeit serunt de lui heriterunt la terre
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 485	sustient la main de lui emfes fui e	acertes	jeo enveilli e je ne vi juste deguerpit ne sa semence querant
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 042 642	tu verras jeo vi le felun ruiste e	tres	fort si cume le naif verdiant e jeo trespassai e este vus
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 682	iert al definail al barun pais li felun	acertes	serunt destruit uelment e la dereinetet des feluns perirat la salut acertes
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 694	e la dereinetet des feluns perirat la salut	acertes	des justes del seignur e la fortesce d eals en tens de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 042 927	parlowent agueiz e tricheries tute jurn pensowent jeo	acertes	si cum li surz ne oeie e si cume li muz ne
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 018	faiz tristes pur men pechiet li mien enemi	acertes	vivanz sunt cunfortét e multipliét sunt li haanz mei mencungierment e ki
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 175	el ne seit el tuen esgardement tutes choses	acertes	sunt vanitet chasquuns huem estanz tutes ures tant sulement en imagine vait
dunches, ADV, ADV, ADVgen, donc, donc, psautier, 0 043 208	set a qui il asemblet ices choses ore	dunches	que atend jeo sire la meie atente tu ies de tutes mes
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 273	si cume tiegne les desirables choses de lui	acertes	nequedent vanitet chasquens huem tutes ures oi la meie ureisun sire e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 653	seit li sires ki aiment ta salut je	acertes	sui busuinanz e povres li sires curius serat pur mei la meie
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 830	men pain levat encuntre mei sa plante tu	acertes	sire aies merci de mei e je l rendrai a eals en
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 043 860	ne esleecat li miens enemis a mei jeo	acertes	en la meie simplicitet sui aidiét de tei e tu establiras mei
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 044 039	la terre de jordan e de hermoniim del	tres	petit mont li abisme l abisme apelet a la voiz de tes
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 044 707	seies ceint de tun glaive sur ta quisse	tres	forment par ta glorie e par ta bealtet prosprement munte pur la
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 045 015	citet de sun deu e les tabernacles del	tres	halt deus el milliu de lui ne serat commout aiderat a lui
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 045 988	e tu glorefieras mei tutes ures al felun	acertes	dist deus que est a tei od le recuntement de mes cumandemenz
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 192	si venques cum tu seras jugiéd este tei	acertes	en felunie sui cunceut e en pechiet enfantat mei ma merre este
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 206	en pechiet enfantat mei ma merre este tei	acertes	vertet aimes tu reposte chose e la segreie chose de ta sapience
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 046 386	a sion seient edifié li mur de jerusalem	lores	receveras sacrifises de justise oblatiuns e sacrifises lores emposerunt sur tuen altel
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 046 394	lores receveras sacrifises de justise oblatiuns e sacrifises	lores	emposerunt sur tuen altel tors que te glories en malice o puissanz
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 046 504	richeises e cunfortez est en ses agueiz jeo	acertes	si cume olive verdeant en la maisun deu esperai en la misericorde
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 013	d eals e en milliu d eals jeo	acertes	a deu crierai e li sires salverat mei el vespre e el
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 097	resplendissant de burre la buche de lui cumbat	acertes	li quers de lui plus moles sunt les paroles de lui de
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 133	ne durrat en parmanabletet decurement al juste tu	acertes	deus demerras eals en puiz de mort li hume des sancs e
acertes, ADV, ADV, ADVgen, UNKNOWN, à.certes, psautier, 0 047 153	e li tricheur ne mipartirunt lur jurz je	acertes	fiance ai de tei aiez merci de mei deus kar decalcat mei
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 047 185	jurn kar mult sunt ki cumbatent encuntre mei	tres	haltement quelqueunches jur espoentez serai jeo en tei m afierai en deu
lores, ADV, ADV, ADVgen, lors, lors, psautier, 0 047 270	en tun bucel mais nient el tuen recuntement	lores	serunt tresturnét mi enemi ariere en quelqueunches jurn je t apelerai iceo
tres, ADV, ADV, ADVgen, tres|très, très, psautier, 0 047 377	desque trespassent li agueit je apelerai deu le	tres	halt deu mun vengeur il enveirat del ciel e salverat mei il
