Référence	ContexteGauche	Pivot	ContexteDroit
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 007 256	e dist al rei 'ne vos esmaiez	mie	en rencesvals irai rollant ocire ne oliver n en porterat la vie
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 007 801	ad que mesure n en set e lui	meisme	en est mult esguarét cum il einz pout del pui est avalét
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 008 789	vostre olifan ne deignastes suner ne de carlun	mie	vos n en avez il n en set mot n i ad
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 008 811	li bers cil ki la sunt ne funt	mie	a blasmer kar chevalchez a quanque vos puez seignors baruns el camp
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 008 895	fereient il el e sarrazins n es unt	mie	dutez francs e paiens as les vus ajustez li nies marsilie il
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 009 055	leserat co dit que n i parolt '	ultre	culvert carles n est mie fol ne traisun unkes amer ne volt
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 009 060	i parolt 'ultre culvert carles n est	mie	fol ne traisun unkes amer ne volt il fist que proz qu
arere, ADV, ADV, ADVgen, ariere, arrière, rolandox, 0 009 391	sa hanste l abat mort el chemin guardet	arere	veit le glutun gesir ne laisserat que n i parolt co dit
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 009 664	empeinst le ben tut le fer li mist	ultre	pleine sa hanste el camp mort le tresturnet co dist rollant '
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 009 901	cors ne l ad tuchét la hanste fruisset	mie	n en ultre s en vait qu il n i ad desturber
ultre, ADV, ADV, ADVgen, outre, outre, rolandox, 0 009 904	ad tuchét la hanste fruisset mie n en	ultre	s en vait qu il n i ad desturber sunet sun gresle
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 009 930	bataille est merveilluse e cumune li quens rollant	mie	ne s asouret fiert de l espiet tant cume hanste li duret
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 010 435	un guaret ne l oi dire ne jo	mie	ne l sai li quels d els dous en fut li plus
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 011 129	s alient li arcevesque ne l amerat ja	mie	cum il le vit a ferir le desiret mult quiement le dit
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 011 144	le desiret mult quiement le dit a sei	meisme	'cel sarrazin me semblet mult herite mielz est mult que jo
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 011 411	cumbatant pramis nus est fin prendrum a itant	ultre	cest jurn ne serum plus vivant mais d une chose vos soi
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 011 567	empeint le ben tut le fer li mist	ultre	pleine sa hanste el camp mort le tresturnet apres escriet 'cist
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 012 055	i ad plus dient franceis 'barun tant	mare	fus " par le camp vait turpin li arcevesque tel coronét ne
uncore, ADV, ADV, ADVgen, encore, encore, rolandox, 0 012 199	en une halte roche sun cumpaignun gerers ocit	uncore	e berenger e guiun de seint antonie puis vait ferir un riche
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 012 293	cuntence ki que l cumpert venuz en sunt	ensemble	grandonie fut e prozdom e vaillant e vertuus e vassal cumbatant enmi
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 012 838	le men loement se vos cornez n ert	mie	hardement ja avez vos ambsdous les braz sanglanz " respont li quens
ore, ADV, ADV, ADVgen, or4|or, or, rolandox, 0 013 386	tute jur cornant devant ses pers vait il	ore	gabant suz cel n ad gent ki osast querre en champ car
derere, ADV, ADV, ADVgen, derrier, derrière, rolandox, 0 013 773	e les ewes curant sunent cil graisle e	derere	e devant e tuit rachatent encuntre l olifant li empereres chevalchet ireement
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 013 808	se dement e deu qu il guarisset rollant	josque	il vengent el camp cumunement ensembl od lui i ferrunt veirement de
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 013 975	carlon si granz pais cunquis li empereres tant	mare	vos nurrit tere de france mult estes dulz pais oi desertét a
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 014 410	les nes e lees les oreiles e sunt	ensemble	plus de cinquante milie icil chevalchent fierement e a ire puis escrient
derere, ADV, ADV, ADVgen, derrier, derrière, rolandox, 0 014 608	le ben des esperuns a or fiert oliver	derere	enmi le dos le blanc osberc li ad descust el cors parmi
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 014 835	poust remembrer l enseigne carle n i volt	mie	ublier 'munjoie " escriet e haltement e cler rollant apelet sun
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 018	nasel mais en la teste ne l ad	mie	adesét a icel colp l ad rollant reguardét si li demandet dulcement
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 015 246	prist 'sire cumpaign tant mar fustes hardiz	ensemble	avum estét e anz e dis ne m fesis mal ne jo
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 300	fin quel part qu il alt ne poet	mie	chair ainzque rollant se seit aperceut de pasmeisuns guariz ne revenuz mult
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 678	curut e dist un mot 'ne sui	mie	vencut ja bon vassal nen ert vif recreut " il trait almace
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 015 886	li val paien l entendent ne l tindrent	mie	en gab dit l un a l altre 'karlun avrum nus
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 016 089	a ceval pur vostre amur ici prendrai estal	ensemble	avruns e le ben e le mal ne vos lerrai pur nul
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 142	ben nus vengerat " paien dient 'si	mare	fumez nez cum jurz nus est hoi ajurnez perdut avum nos seignurs
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 016 242	desmailét mais enz el cors ne l unt	mie	adesét mais veillantif unt en yy lius nafrét desuz le cunte si
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 507	sa main fait sa apres ad dit '	mare	fustes seignurs tutes vos anmes ait deus li glorius en pareis les
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 016 691	tere chet pasmét dist l arcevesque 'tant	mare	fustes ber " li arcevesques quant vit pasmer rollant dunc out tel
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 016 808	e si guardet amunt sur l erbe verte	ultre	ses cumpaignuns la veit gesir le nobilie barun co est l arcevesque
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 185	un mot 'men escientre tu n ies	mie	des noz " tient l olifan que unkes perdre ne volt si
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 017 341	sainte marie aiue " e durendal bone si	mare	fustes quant jo mei perd de vos n en ai mais cure
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 421	quant il co vit que n en pout	mie	freindre a sei meisme la cumencet a pleindre 'e durendal cum
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 017 425	que n en pout mie freindre a sei	meisme	la cumencet a pleindre 'e durendal cum es bele e clere
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 017 629	quant veit li quens que ne la freindrat	mie	mult dulcement la pleinst a sei meisme 'e durendal cum es
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 017 636	freindrat mie mult dulcement la pleinst a sei	meisme	'e durendal cum es bele e seintisme en l oriét punt
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 017 939	n en plurt e ne suspirt mais lui	meisme	ne volt mettre en ubli cleimet sa culpe si priet deu mercit
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 018 364	vus defend que n i adeist nuls hom	josque	deus voeile que en cest camp revengum " e cil respundent dulcement
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 018 631	sunt neiez par merveillus ahan franceis escrient '	mare	fustes rollant " quant carles veit que tuit sunt mort paiens alquanz
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 019 222	abat ne quels chiet li emperere n est	mie	esveillét apres icel li vien un altre avisiun qu il ert en
ultre, ADV, ADV, PRE, outre, outre, rolandox, 0 019 300	altres asaillit le greignur sur l erbe verte	ultre	ses cumpaignuns la vit li reis si merveillur estur mais co ne
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 019 616	il ad bataille il ne s en fuirat	mie	mult est grant doel que n en est ki l ociet "
ore, ADV, ADV, ADVgen, or4|or, or, rolandox, 0 019 964	sire d els premer parlat avant 'oiez	ore	franc chevaler vaillant carles li reis l emperere des francs ne deit
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 260	deus tervagan e mahum e apollin dunt il	mie	n en unt dist cascuns a l altre 'caitifs que devendrum
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 296	trenchat ier le destre poign nus n avum	mie	de jurfaleu le blunt trestute espaigne iert hoi en lur bandun "
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 417	le destre poign ad perdut n en ad	mie	si li trenchat li quens rollant li riches trestute espaigne avrat carles
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 020 453	m ociet dist clarien 'dame ne parlez	mie	itant messages sumes al paien baligant marsiliun co dit serat guarant si
mare, ADV, ADV, ADVgen, mar, mar, rolandox, 0 021 184	lui si li ad dit 'dolente si	mare	fui a itel hunte sire mon seignor ai perdut " chet li
meisme, ADV, ADV, ADJind, mëisme, même, rolandox, 0 021 449	franceis 'segnurs le pas tenez kar mei	meisme	estoet avant aler pur mun que vuldreie truver a eis esteie a
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 022 505	descendent plus de cent milie s en adubent	ensemble	guarnemenz unt ki ben lor atalentet cevals curanz e lur armes mult
derere, ADV, ADV, ADVgen, derrier, derrière, rolandox, 0 023 329	si chevalchet mult aficheement sunent cil greisle e	derere	e devant sur tuz les altres bundist li olifant plurent franceis pur
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 023 791	lui sunt granz honurs il n en at	mie	de rollant sun nevold n avrat vertut que s tienget cuntre nus
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 023 850	milie cumbatanz trestuz les altres ne pris jo	mie	un guant li empereres repairet veirement s il m at nunciét mes
darere, ADV, ADV, ADVgen, derrier, derrière, rolandox, 0 024 799	loee mult fierement chevalchet li emperere il est	darere	od cele gent barbee desur lur bronies lur barbes unt getees altresi
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 025 178	s escrient 'ferez baron ne vos targez	mie	carles ad dreit vers la gent deus nus ad mis al plus
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 026 311	qu il seit ne s i voelt celer	mie	met a sa buche une clere buisine sunet la cler que si
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 026 607	les oz ajusterent lor enseignes n i unt	mie	ubliees li 'preciuse " ad criee carles 'munjoie " l
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 026 672	osbercs les pans en desevrerent dedenz cez cors	mie	ne s adeserent rumpent cez cengles e cez seles verserent cheent li
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 026 784	en escarbunet ceste bataille ne poet remaneir unkes	josque	li uns sun tort i reconuisset dist l amiraill 'carles kar
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 027 657	de france des plus saives qui sunt des	ore	cumencet le plait de guenelun li empereres est repairét d espaigne e
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 027 988	feste dient alquanz del baron seint silvestre des	ore	cumencet le plaid e les noveles de guenelun ki traisun ad faite
tresque, ADV, ADV, PRE, tresque1, tresque, rolandox, 0 028 030	jugez le dreit il fut en l ost	tresque	en espaigne od mei si me tolit yy milie de mes franceis
ore, ADV, ADV, ADVgen, or4|or, or, rolandox, 0 028 103	n en i otrei " respundent franc '	ore	en tendrum cunseill " devant le rei la s estut guenelun cors
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, rolandox, 0 028 250	que ses granz plaiz cumencet de ses parenz	ensemble	i out trente un en i ad a qui li altre entendent
tresque, ADV, ADV, PRE, tresque1, tresque, rolandox, 0 028 783	jo l vos recrerai " fait cels guarder	tresque	li dreiz en serat quant veit tierri qu or en ert la
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 029 051	legers li uns requiert l altre n unt	mie	des destrers de cez espees enheldees d or mer fierent e caplent
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 029 136	en tendrai cunseill tut seie fel se jo	mie	l otrei deus facet hoi entre nus dous le dreit " co
josque, ADV, ADV, PRE, jusque, jusque, rolandox, 0 029 322	en ad tute sanglente l osberc del dos	josque	par sum le ventre deus le guarit que mort ne l acraventet
ore, ADV, NOM, ADVgen, ore1|ore2|ore3, or, rolandox, 0 029 498	vienent ad ais descendent en la place des	ore	cumencet l ocisiun des altres carles apelet ses cuntes e ses dux
mie, ADV, ADV, ADVneg, mie, mie, rolandox, 0 029 896	crient " li emperere n i volsist aler	mie	'deus " dist li reis 'si penuse est ma vie
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 029 951	" quant il ot mort le bon vassal	ariere	enchaca le cheval puis mist avant sun estandart n em la li
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 148	" quant il ot morz les bons vassaus	ariere	enchaca les chevaus puis mist avant sun estandart n em li baille
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 289	" quant il ot mort le bon vassal	ariere	chaca le cheval puis mist avant sun estandart n em la li
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 030 354	fendre la blanche broine descuncendre mes ne pot	mie	en la car prendre xm li lanca une tambre parmi le cors
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 428	" quant il ot mort le bon vassal	ariere	enchaca sun cheval n em la li baille un tuenart li estur
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 030 488	blanc hauberc les pleis mais n en pot	mie	en char aveir il trest le brant de coleneis sur sun helme
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, gorm, 0 030 555	vos ne l recovrez des meis ci remeindrez	ensemble	od mei ostel prendrez al briuerei " il li lanca un dart
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 030 581	guari a cele feiz kui n i pot	mie	sun char aveir e cil s en torne demaneis li estur fut
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 727	de " quant ot mort le bon vassal	ariere	enchaca le cheval puis mist avant sun estandart n en la li
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 030 881	" quant il ot mort les bons vassaus	ariere	enchaca les puis mist avant sun estandart n en la li baille
ore, ADV, ADV, ADVgen, or4|or, or, gorm, 0 031 209	me tu dunc issi guerpir se tu esteies	ore	occis dunc n ai jeo mais suz ciel ami " dist huelin
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 031 795	haut le chef que il ne l pot	mie	baillier hue s est tant avancié que il vait avant cuntre plein
uncore, ADV, ADV, ADVgen, encore, encore, gorm, 0 031 906	niez ceo dit la geste a seint richier	uncore	n ot oit jorz entier qu il ot armé a chevalier quant
idune, ADV, ADV, NOMcom, UNKNOWN, idone, gorm, 0 032 134	la nostre avenist bien le quel de nus	idune	venquist n en fussent mort tant chevalier ne tanz francs homes detrenchiez
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 032 233	par sa pitie k il ne l ad	mie	en char tochié reis lowis fud mut irrié a joste mie ne
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 032 244	tochié reis lowis fud mut irrié a joste	mie	ne l requiert encuntre munt drescha l espie si l ad feru
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 560	uncle ne cusin u vus puissiez revertir tornez	ariere	les chimins se vengerom le arabi nostre emperrere de leutiz qui nos
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 845	gent esguaree senz seinur en autre cuntree turnez	ariere	les estrees si vengerom nostre emperere l or e l argent e
ariere, ADV, ADV, ADVgen, ariere, arrière, gorm, 0 032 871	engulees " e eus si funt sanz redutee	ariere	tornent les estrees lowis ad sa gent jostee emmi chevacha l emperrere
mie, ADV, ADV, ADVneg, mie, mie, gorm, 0 033 268	le mileu l espie passa mes nen ateinst	mie	en char de sun cheval le derocha par les dous resnes le
geke, ADV, ADV, NOMcom, UNKNOWN, jeque, gorm, 0 033 432	vos vies garantir " e eus si funt	geke	l ot dit li estur fut fier e mortel e la bataille
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, gorm, 0 033 529	un e issembart est remasu dous mil paiens	ensemble	od li qu il cunsuit tut est vencu ne l pot garir
e, ADV, CON:coord, CONcoo, et, et, gorm, 0 033 647	genitrix mere deu dame " isembart dist "	e	ja l me dist un sarrazin ultre la mer qui en sorti
ultre, ADV, ADV, PRE, outre, outre, gorm, 0 033 654	" e ja l me dist un sarrazin	ultre	la mer qui en sorti si jeo veneie en cest pais que
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 034 041	ferrine si cume vaissel de potier tribleras eals	ore	gieres vus rei entendez seiez apris vus jugeur de terre servez al
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 034 883	vaisels de mort ses saietes a ardeir uvrat	este	tei enfantat felunie e cunceude le dolur enfantat mencunge le lac auvrit
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 035 118	tuen num haltisme cum chaerunt li mien enemi	ariere	e trebucerunt e perirunt de la tue face kar tu fesis le
meeme, ADV, ADV, ADJind, UNKNOWN, même, psautier, 0 035 193	il establit a jugier sun solier e il	meeme	jugerat le cercle en justise il juget les pueples en ueltez e
ultre, ADV, ADV, ADVgen, outre, outre, psautier, 0 035 705	orphenin e l aprient e ne se en	ultre	enorguillisset uem de terre el seignur esperai cument dites vus a la
este, ADV, ADV, ADVgen, ez, es, psautier, 0 035 726	meie aneme tresvole el munt cume oisel kar	este	tei li felun tendirent lur arc poserent lur saiete sur la corde
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 035 897	destruiement des suffraitus e le gemissement des povres	ore	m esdrecerai dit li sires jeo poserai en saluable l aie d
dune, ADV, VER, NOMcom, donner, done, psautier, 0 036 124	chi facet bien nen est desque a un	dune	cunuistrunt tuit icil qui ovrent felunie qui devurent mun pople si cum
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 036 625	par lur buche parlerent orgeillusement alanz envers mei	ore	avirunerent mei lur oilz poserent decliner en terre la semblance de lui
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 037 867	charoles aemplisset li sires tutes les tues petitiuns	ore	sai je que li sires salverat sun crist il orrat lui de
multe, ADV, DET:ind, DETind, mout, moult, psautier, 0 038 518	l oid envers tei la meie loenge en	multe	eglise les miens vuz je rendrai en l esguart des cremanz lui
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 040 151	en mien sanc cum je descenderai en corruptiun	dunne	regehirat a tei puldre u anuncierat la tue vertet oi sire e
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 040 983	les abismes criemet le seignur tute terre lui	meesme	criengent tuit li abiteour de cercle kar il mandat e faiz est
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 041 117	en la multitudine de sa force ne salverad	este	vus li oilz del seignur sur les cremanz lui e sur les
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 041 239	mes anguisses delivrat mei esguardez a lui e	ensemble	curez e vostre vult nient ne ruvirunt cist povres criat e li
arriere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 041 355	tes levres que il ne paroillent trecherie turne	arriere	de mal e fai bien quier pais e parsui icele li oil
arere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 041 530	vergoigne ki quierent la meie aneme seient returné	arere	e seient cunfundut ki pensent mal a mei seient fait si cume
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 042 268	acertes nostre seignur il heriterunt la terre kar	uncore	un petit e ne serat li fels e il penserat del liu
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 042 653	cume le naif verdiant e jeo trespassai e	este	vus il ne esteit e jeo quis lui e nient n est
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 042 800	si cume pesant feis sunt agrevez sur mei	ensemble	purrirent e defistrent les meies sursaneures de la face de ma folie
este, ADV, ADV, ADVgen, ez, es, psautier, 0 043 154	seit que jeo sace que deseit a mei	este	vus petiz tu posas mes jurz e la meie vie si cume
ore, ADV, ADV, ADVgen, or4|or, or, psautier, 0 043 207	ne set a qui il asemblet ices choses	ore	dunches que atend jeo sire la meie atente tu ies de tutes
este, ADV, ADV, CONsub, ez, este, psautier, 0 043 454	e pur pechiet ne requisis dunc je dis	este	vus je vienc el volume del livre est escrit de mei que
este, ADV, ADV, ADVgen, ez, es, psautier, 0 043 494	ventre je annunciai le juste en mult eglise	este	vus mes levres ne deveerai sire tu l coneus la tue justise
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 043 613	meie aneme que il toillent icele seient tresturnét	ariere	e seient cunfundut ki vuelent a mei mals perissent apres lur cunfusiun
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 002	aneme e conturbes mei atent le seignur kar	uncore	rejehirai a lui as santeifs del vult de lui li miens deus
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 044 017	vult de lui li miens deus en mei	meesme	la meie aneme est encurvee pur ices choses si recorderei de tei
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 044 079	misericorde e en la nuit chant de lui	ensemble	od mei ureisun a deu de ma vie je dirrai a deu
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 141	e purquei conturbes mei atent le seignur kar	uncore	rejehirai a lui od les santeifs de men vult e a men
uncore, ADV, ADV, ADVgen, encore, encore, psautier, 0 044 252	aneme e purquei conturbes mei atent deu kar	uncore	regehirai a lui la saluable chose de mun vult e a mun
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 044 339	tuen vult kar tu plous a tei tu	meesme	ies mes reis deus cumande pur les saluz jacob en tei les
ariere, ADV, ADV, PRE, ariere, arrière, psautier, 0 044 536	ne mentimes en tuen cuvenant nen est returnét	ariere	nostre quers e ne declinerent nostre alement de la tue sente kar
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 044 581	se nus espandimes noz mains a deu estrange	dunne	enquerrat deus iceo kar il cunuist les cogitatiuns de quer kar pur
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 045 030	ne serat commout aiderat a lui deus en	meesme	le nessement matinal conturbees sunt les genz dequaissié sunt li regnes il
este, ADV, ADV, ADVgen, ez, es, psautier, 0 045 300	en ses maisuns est cuneuz en aeidand kar	este	vus li rei sunt asemblé il trespasserent ensembleement il veant issi s
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 045 589	verrat mort cum il verrat les sages muranz	ensemble	li fols e li nun savanz e deguerpirunt a estranges lur richeises
meesme, ADV, ADV, ADJind, mïemement, même, psautier, 0 045 855	justise de lui kar deus est jugiere il	meesme	tutes ures oi mis pueples e je parlerai a israel e je
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 190	sermuns e si venques cum tu seras jugiéd	este	tei acertes en felunie sui cunceut e en pechiet enfantat mei ma
este, ADV, VER, VERcjg, estre, ester, psautier, 0 046 204	cunceut e en pechiet enfantat mei ma merre	este	tei acertes vertet aimes tu reposte chose e la segreie chose de
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 479	li juste e criendrunt e sur lui rirrunt	este	tei li uem ki ne posat deu sa force mais esperat en
dunne, ADV, ADV, VERcjg, UNKNOWN, donner, psautier, 0 046 606	facet bien nen est desque a un soul	dunne	cuneurent cil ki ovrent felunie ki manjuent men pueple si cume viande
este, ADV, ADV, VERcjg, ez, ester, psautier, 0 046 723	ne proposerent deu en lur esguardement tutes ures	este	vus deus aiderre a mei li sires supuiand la meie aneme il
ensemble, ADV, ADV, ADVgen, ensemble, ensemble, psautier, 0 046 981	li miens duitres e li miens cuneuz ki	ensemble	oumes duilz segrei en la maisun deu alames en pour vienget mort
ariere, ADV, ADV, ADVgen, ariere, arrière, psautier, 0 047 275	el tuen recuntement lores serunt tresturnét mi enemi	ariere	en quelqueunches jurn je t apelerai iceo sai jeo que tu ies
